"country","party_id","party","party_short","comment","party_name","polity_notes","country_short"
"Kenya","#4040001","Coalition: JUBILEE (JUBILEE)","JUBILEE",,"Coalition: JUBILEE","Coalition JUBILEE (JUBILEE) was an alliance in the 2013 Kenyan general election 2013. Its members were The National Alliance (TNA), the National Rainbow Coalition-Kenya (URP) and the Republican Congress (RC).","KEN"
"Kenya","#4040002","Orange Democratic Movement (ODM)","ODM",,"Orange Democratic Movement",,"KEN"
"Kenya","#4040003","Wiper Democratic Movement (WDM - K)","WDM - K",,"Wiper Democratic Movement",,"KEN"
"Kenya","#4040004","Forum for Restoration of Democracy (FORD - KENYA)","FORD - KENYA",,"Forum for Restoration of Democracy",,"KEN"
"Kenya","#4040005","Kenya African National Union (KANU)","KANU",,"Kenya African National Union",,"KEN"
"Kenya","#4040006","Party of Action (POA)","POA",,"Party of Action",,"KEN"
"Kenya","#4040010","National Rainbow Coalition (NARC - K)","NARC - K",,"National Rainbow Coalition",,"KEN"
"Kenya","#4040011","Kenya Social Congress (KSC)","KSC",,"Kenya Social Congress",,"KEN"
"Kenya","#4040012","Restore and Build Kenya (RBK)","RBK",,"Restore and Build Kenya",,"KEN"
"Kenya","#4040013","Safina (SAFINA)","SAFINA",,"Safina",,"KEN"
"Kenya","#4040014","Alliance for Real Change (ARK)","ARK",,"Alliance for Real Change",,"KEN"
"Kenya","#4040015","FORD - Asili (FORD-ASILI)","FORD-ASILI",,"FORD - Asili",,"KEN"
"Kenya","#4040016","Party of National Unity (PNU)","PNU",,"Party of National Unity",,"KEN"
"Kenya","#4040017","Kenya National Democratic Alliance (KENDA)","KENDA",,"Kenya National Democratic Alliance",,"KEN"
"Kenya","#4040018","The National Vision Party (NVP)","NVP",,"The National Vision Party",,"KEN"
"Kenya","#4040019","Chama Cha Mwananchi (CCM)","CCM",,"Chama Cha Mwananchi",,"KEN"
"Kenya","#4040020","Kenya National Congress (KNC)","KNC",,"Kenya National Congress",,"KEN"
"Kenya","#4040021","Party of Independent Candidates of Kenya (PICK)","PICK",,"Party of Independent Candidates of Kenya",,"KEN"
"Kenya","#4040022","Agano Party (APK)","APK",,"Agano Party",,"KEN"
"Kenya","#4040023","Social Democratic Party of Kenya (SDP)","SDP",,"Social Democratic Party of Kenya",,"KEN"
"Kenya","#4040024","National Rainbow Coalition (NARC)","NARC",,"National Rainbow Coalition",,"KEN"
"Kenya","#4040025","Mzalendo Saba Saba Party (MSS)","MSS",,"Mzalendo Saba Saba Party",,"KEN"
"Kenya","#4040026","Democratic Party of Kenya (DP)","DP",,"Democratic Party of Kenya",,"KEN"
"Kenya","#4040027","United Democratic Movement (UDM)","UDM",,"United Democratic Movement",,"KEN"
"Kenya","#4040028","Federal Party of Kenya (FPK)","FPK",,"Federal Party of Kenya",,"KEN"
"Kenya","#4040029","National Agenda Party of Kenya (NAPK)","NAPK",,"National Agenda Party of Kenya",,"KEN"
"Kenya","#4040030","The Labor Party of Kenya (LPK)","LPK",,"The Labor Party of Kenya",,"KEN"
"Kenya","#4040031","Saba Saba Asili (SSA)","SSA",,"Saba Saba Asili",,"KEN"
"Kenya","#4040032","Peoples Party of Kenya (PPK)","PPK",,"Peoples Party of Kenya",,"KEN"
"Kenya","#4040033","Mwangaza Party (MP)","MP",,"Mwangaza Party",,"KEN"
"Kenya","#4040100","The National Alliance (TNA)","TNA",,"The National Alliance",,"KEN"
"Kenya","#4040101","United Republican Party (URP)","URP",,"United Republican Party",,"KEN"
"Kenya","#4040102","United Democratic Front (Forum) (UDFP)","Forum-UDFP",,"United Democratic Front (Forum)",,"KEN"
"Kenya","#4040103","Alliance Party of Kenya (APK)","APK",,"Alliance Party of Kenya",,"KEN"
"Kenya","#4040104","New Ford Kenya (NFK)","NFK",,"New Ford Kenya",,"KEN"
"Kenya","#4040105","Republican Congress Party of Kenya (RC)","RC",,"Republican Congress Party of Kenya",,"KEN"
"Kenya","#4040106","Chama Cha Uzalendo (CCU)","CCU",,"Chama Cha Uzalendo",,"KEN"
"Kenya","#4040107","Forum for the Restoration of Democracy - People (FORD-P)","FORD-P",,"Forum for the Restoration of Democracy - People",,"KEN"
"Kenya","#4040108","Coalition: AMANI (AMANI)","AMANI",,"Coalition: AMANI","Coalition AMANI (AMANI) was an alliance of the United Democratic Forum Party (UDFP), the Kenya African National Union (KANU) and New Ford Kenya in the 2013 election.","KEN"
"Kenya","#4040109","Grand National Union (GNU)","GNU",,"Grand National Union",,"KEN"
"Kenya","#4040200","Coalition: CORD (CORD)","CORD",,"Coalition: CORD","Coalition CORD (CORD), the Coalition for Reforms and Democracy, was an alliance of the Orange Democratic Movement (ODM), the Wiper Democratic Movement (WDM), Forum for the Restoration of Democracy - Kenya (FORD-Kenya), the Kenya Social Kongress, The Independent Party, KADU-AILLI, the Peoples' Democratic Party, Mkeyna Solidarity Movement, Chama Cha Uzalendo, Muungano Development Movement Party of Kenya, United Democratic Movement,","KEN"
"Kenya","#4040201","Coalition: EAGLE (EAGLE)","EAGLE",,"Coalition: EAGLE","Coalition EAGLE (EAGLE) was an alliance of the Kenya National Congress (KNC) and the Party of Action (POA) in the 2013 election.","KEN"
"Kenya","#4040202","Coalition: PAMBAZUKA (PAMBAZUKA)","PAMBAZUKA",,"Coalition: PAMBAZUKA","Coalition PAMBAZUKA (PAMBAZUKA) was a pre-electoral alliance of the Federal Party of Kenya, The National Vision Party, and Shirikisho Party of Kenya. It fell apart in December 2012.","KEN"
"Kyrgyzstan","#4170001","Ar Namys",,,"Ar Namys",,"KGZ"
"Kyrgyzstan","#4170002","Social-Democrats Party",,,"Social-Democrats Party",,"KGZ"
"Kyrgyzstan","#4170003","Communist Party of Masaliev",,,"Communist Party of Masaliev",,"KGZ"
"Kyrgyzstan","#4170004","Socialist Party",,,"Socialist Party",,"KGZ"
"Kyrgyzstan","#4170005","Alga Kyrgyzstan",,,"Alga Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170006","Asaba (Republic National Party)",,"Republic National Party","Asaba",,"KGZ"
"Kyrgyzstan","#4170007","Free Kyrgyzstan",,,"Free Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170008","New Kyrgyzstan",,,"New Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170011","Communist Party",,,"Communist Party",,"KGZ"
"Kyrgyzstan","#4170012","Communist Party of Kyrgyzstan",,,"Communist Party of Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170013","KDK",,,"KDK",,"KGZ"
"Kyrgyzstan","#4170014","Moy Kyrgyzstan",,,"Moy Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170015","Molodej Kyrgyzstan",,,"Molodej Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170016","Zastroyshik party",,,"Zastroyshik party",,"KGZ"
"Kyrgyzstan","#4170017","Youth Party",,,"Youth Party",,"KGZ"
"Kyrgyzstan","#4170018","Adilet",,,"Adilet",,"KGZ"
"Kyrgyzstan","#4170019","Jetigen - Yntymak",,,"Jetigen - Yntymak",,"KGZ"
"Kyrgyzstan","#4170020","Edinstvo I Trud",,,"Edinstvo I Trud",,"KGZ"
"Kyrgyzstan","#4170021","Narodnoe Dvijenie Kyrgyzstan (NDK)","NDK",,"Narodnoe Dvijenie Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170022","Mekenim Kyrgyzstan",,,"Mekenim Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170023","Coalition for Democracy and Civil Society",,,"Coalition for Democracy and Civil Society",,"KGZ"
"Kyrgyzstan","#4170024","Avangard Sultanova",,,"Avangard Sultanova",,"KGZ"
"Kyrgyzstan","#4170025","""Manas"" youth organization",,,"""Manas"" youth organization",,"KGZ"
"Kyrgyzstan","#4170026","Aris",,,"Aris",,"KGZ"
"Kyrgyzstan","#4170027","Azattyk party",,,"Azattyk party",,"KGZ"
"Kyrgyzstan","#4170028","Baitik Ata",,,"Baitik Ata",,"KGZ"
"Kyrgyzstan","#4170029","Builders' movement",,,"Builders' movement",,"KGZ"
"Kyrgyzstan","#4170030","Democratic Movement of Kyrgyzstan",,,"Democratic Movement of Kyrgyzstan",,"KGZ"
"Kyrgyzstan","#4170031","NGO ""Gender Development""",,,"NGO ""Gender Development""",,"KGZ"
"Kyrgyzstan","#4170032","""Svododniy Kyrgyzstan"" party",,,"""Svododniy Kyrgyzstan"" party",,"KGZ"
"Kyrgyzstan","#4170101","Akbarali Aitikeev (Independent)","Independent",,"Akbarali Aitikeev",,"KGZ"
"Kyrgyzstan","#4170102","Kurmanbek Bakiev (Independent)","Independent",,"Kurmanbek Bakiev",,"KGZ"
"Kyrgyzstan","#4170103","Bakir uulu Tursunbai (Independent)","Independent",,"Bakir uulu Tursunbai",,"KGZ"
"Kyrgyzstan","#4170104","Keneshbek Dushebaev (Independent)","Independent",,"Keneshbek Dushebaev",,"KGZ"
"Kyrgyzstan","#4170105","Zhipar Zheksheev (Independent)","Independent",,"Zhipar Zheksheev",,"KGZ"
"Kyrgyzstan","#4170106","Toktaiim Umetalieva (Independent)","Independent",,"Toktaiim Umetalieva",,"KGZ"
"Kyrgyzstan","#4170107","Eshimkanov Melis (Independent)","Independent",,"Eshimkanov Melis",,"KGZ"
"Kyrgyzstan","#4170108","Askar Akaev (Independent)","Independent",,"Askar Akaev",,"KGZ"
"Kyrgyzstan","#4170109","Akunov Tursunbai (Independent)","Independent",,"Akunov Tursunbai",,"KGZ"
"Kyrgyzstan","#4170110","Atambaev Almazbek (Independent)","Independent",,"Atambaev Almazbek",,"KGZ"
"Kyrgyzstan","#4170111","Masaliev Apsamat (Independent)","Independent",,"Masaliev Apsamat",,"KGZ"
"Kyrgyzstan","#4170112","Tekebaev Omurbek (Independent)","Independent",,"Tekebaev Omurbek",,"KGZ"
"Latvia","#4280001","Harmony Centre (SC)","SC",,"Harmony Centre","Harmony Centre (SC) is a party that represents the Russian minority in Latvia on a social-democratic platform. It started as a political coalition in 2005, which consisted of four main parties: the National Harmony Party, New Centre, the Social Democratic Party, and the Socialist Party. In 2010, the first three members merged into one political party. Although the Socialist Party did not formally join the party, it was part of an","LVA"
"Latvia","#4280002","Unity (V)","V",,"Unity",,"LVA"
"Latvia","#4280003","National Union All for Latvia For Fatherland and Freedom (LNNK)","LNNK",,"National Union All for Latvia For Fatherland and Freedom","National Union All for Latvia For Fatherland and Freedom (LNNK) was founded in 2011 and is a merger of the Union ""For Fatherland and Freedom""/LNNK (TB/LNNK) and All for Latvia (PVL). Previously, the two member parties formed an electoral alliance for the 2010 Latvian parliamentary election.","LVA"
"Latvia","#4280004","For a Good Latvia (PLL)","PLL",,"For a Good Latvia","For a Good Latvia (PLL) was a right-wing alliance formed on April 22, 2010. It consisted of The People's Party (TP),  Latvia's First Party/Latvian Way (LPP/LC), the business movement For a Good Latvia, and a number of smaller parties. The alliance was dissolved in October 2011.","LVA"
"Latvia","#4280005","Union of Greens and Farmers (ZZS)","ZZS",,"Union of Greens and Farmers",,"LVA"
"Latvia","#4280006","For Human Rights in United Latvia (PCTVL)","PCTVL",,"For Human Rights in United Latvia",,"LVA"
"Latvia","#4280007","Reform Party (RP)","RP",,"Reform Party","Reform Party (RP) was known as ""Zatlers' Reform Party"" until it changed names on April 21, 2014. In 2014, it competed within the same list as 4280002. Unity (V).","LVA"
"Latvia","#4280013","For Latvia from the Heart (NsL)","NsL",,"For Latvia from the Heart",,"LVA"
"Latvia","#4280014","Latvian Association of the Regions (LRa)","LRa",,"Latvian Association of the Regions",,"LVA"
"Latvia","#4280015","Made in Latvia",,,"Made in Latvia",,"LVA"
"Latvia","#4280016","Union of Social Democratic Parties Responsibility (TBILDIBA)","TBILDIBA",,"Union of Social Democratic Parties Responsibility",,"LVA"
"Latvia","#4280017","For a presidential republic",,,"For a presidential republic",,"LVA"
"Latvia","#4280018","Last Party",,,"Last Party",,"LVA"
"Latvia","#4280019","People's Control",,,"People's Control",,"LVA"
"Latvia","#4280020","Party Daugava for Latvia",,,"Party Daugava for Latvia",,"LVA"
"Latvia","#4280021","Christian Democratic Union (KDS)","KDS",,"Christian Democratic Union",,"LVA"
"Latvia","#4280022","People's Party (TP)","TP",,"People's Party",,"LVA"
"Latvia","#4280023","New Era (JL)","JL",,"New Era",,"LVA"
"Latvia","#4280024","First Party of Latvia (LPP)","LPP",,"First Party of Latvia","First Party of Latvia (LPP) was a separate political party that merged with Latvia's Way (LC) to establish the Latvia's First Party/Latvian Way (LPP/LC) in 2007. Both founding members already formed an electoral coalition for the Latvian parliamentary elections in 2006.","LVA"
"Latvia","#4280025","Society for Different Politics (SCP)","SCP",,"Society for Different Politics",,"LVA"
"Latvia","#4280026","All for Latvia (PVL)","PVL",,"All for Latvia",,"LVA"
"Latvia","#4280027","Party of Social Justice (STP)","STP",,"Party of Social Justice",,"LVA"
"Latvia","#4280028","Eurosceptics",,,"Eurosceptics",,"LVA"
"Latvia","#4280029","Latvia's Way (LC)","LC",,"Latvia's Way",,"LVA"
"Latvia","#4280030","Terra Marianna",,,"Terra Marianna",,"LVA"
"Latvia","#4280031","Fatherland Union (PTS)","PTS",,"Fatherland Union",,"LVA"
"Latvia","#4280032","Social Democratic Workers Party of Latvia (LSDSP)","LSDSP",,"Social Democratic Workers Party of Latvia",,"LVA"
"Latvia","#4280033","Communist Party of Latvia (LKP)","LKP",,"Communist Party of Latvia",,"LVA"
"Latvia","#4280034","Light of Latgale (LG)","LG",,"Light of Latgale",,"LVA"
"Latvia","#4280035","National Harmony Party (TSP)","TSP",,"National Harmony Party",,"LVA"
"Latvia","#4280036","Latvia's First Party/Latvian Way (LPP/LC)","LPP/LC",,"Latvia's First Party/Latvian Way","Latvia's First Party/Latvian Way (LPP/LC) was a merger party of the First Party of Latvia (LPP) and Latvia's Way (LC) (see code 4280024 above). For the 2010 election, LPP/LC was part of the right-wing alliance ""For a Good Latvia (PLL)"" (IMD code 4280004). Prior to the 2011 election, the party shortly renamed itself to ""Slesers LPP/LC Reform Party"" prior to the 2011 election. The party was dissolved in December 2011.","LVA"
"Latvia","#4280037","Freedom. Free from fear, hate and anger. (BBBD)","BBBD",,"Freedom. Free from fear, hate and anger.",,"LVA"
"Latvia","#4280038","Union ""For Fatherland and Freedom""/LNNK (TB/LNNK)","TB/LNNK",,"Union ""For Fatherland and Freedom""/LNNK",,"LVA"
"Latvia","#4280039","Latvian Russian Union (LKS)","LKS",,"Latvian Russian Union","Latvian Russian Union (LKS) changed its name prior to the 2014 election. Before that, it was named the party For Human Rights in United Latvia (PCTVL).","LVA"
"Latvia","#4280040","United for Latvia (ViLa)","ViLa",,"United for Latvia",,"LVA"
"Latvia","#4280041","Latvian Development (LAAT)","LAAT",,"Latvian Development",,"LVA"
"Latvia","#4280042","New Conservative Party (JKP)","JKP",,"New Conservative Party",,"LVA"
"Latvia","#4280043","Growth",,,"Growth",,"LVA"
"Latvia","#4280044","Sovereignty",,,"Sovereignty",,"LVA"
"Latvia","#4280045","National Power Unity (NSS)","NSS",,"National Power Unity",,"LVA"
"Lithuania","#4400001","Homeland Union-Conservatives (TS - LK)","TS - LK",,"Homeland Union-Conservatives",,"LTU"
"Lithuania","#4400002","Christian Democratic Party	",,,"Christian Democratic Party	",,"LTU"
"Lithuania","#4400003","Social Democratic Party (LSDP)","LSDP",,"Social Democratic Party",,"LTU"
"Lithuania","#4400004","Liberal Union (LLiS)","LLiS",,"Liberal Union",,"LTU"
"Lithuania","#4400005","Democratic Labor Party (LDDP)","LDDP",,"Democratic Labor Party",,"LTU"
"Lithuania","#4400006","Center Union (LCS)","LCS",,"Center Union",,"LTU"
"Lithuania","#4400007","Nationalist Party - ""Young Lithuania"" (JL)","JL",,"Nationalist Party - ""Young Lithuania""",,"LTU"
"Lithuania","#4400011","Peasants Party (LVP)","LVP",,"Peasants Party",,"LTU"
"Lithuania","#4400012","Socialist Party",,,"Socialist Party",,"LTU"
"Lithuania","#4400013","Poles Election Action (LLRA)","LLRA",,"Poles Election Action",,"LTU"
"Lithuania","#4400014","Nationalists Union (LTS)","LTS",,"Nationalists Union",,"LTU"
"Lithuania","#4400015","New Democracy - Women's Party (LMP - NDP)","LMP - NDP",,"New Democracy - Women's Party",,"LTU"
"Lithuania","#4400016","Alliance of Ethnic Minorities (LTMA)","LTMA",,"Alliance of Ethnic Minorities",,"LTU"
"Lithuania","#4400017","Economy Party (LUP)","LUP",,"Economy Party",,"LTU"
"Lithuania","#4400018","Democratic Party (LDP)","LDP",,"Democratic Party",,"LTU"
"Lithuania","#4400019","Political Refugees and Prisoners Union (LPKTS)","LPKTS",,"Political Refugees and Prisoners Union",,"LTU"
"Lithuania","#4400020","Freedom League",,,"Freedom League",,"LTU"
"Lithuania","#4400021","National Progress Party (Tpp)","Tpp",,"National Progress Party",,"LTU"
"Lithuania","#4400101","Leader A - A. Paulauskas",,,"Leader A - A. Paulauskas",,"LTU"
"Lithuania","#4400102","Leader B - V. Adamkus",,,"Leader B - V. Adamkus",,"LTU"
"Lithuania","#4400103","Leader F - R. Pavilionis",,,"Leader F - R. Pavilionis",,"LTU"
"Mexico","#4840001","Institutional Revolutionary Party (PRI)","PRI",,"Institutional Revolutionary Party",,"MEX"
"Mexico","#4840002","National Action Party (PAN)","PAN",,"National Action Party",,"MEX"
"Mexico","#4840003","Democratic Revolution Party (PRD)","PRD",,"Democratic Revolution Party",,"MEX"
"Mexico","#4840004","Labor Party (PT)","PT",,"Labor Party",,"MEX"
"Mexico","#4840005","Ecological Green Party of Mexico (PVEM)","PVEM",,"Ecological Green Party of Mexico",,"MEX"
"Mexico","#4840006","New Alliance Party (PANAL or: PNA)","PANAL or: PNA",,"New Alliance Party",,"MEX"
"Mexico","#4840007","Citizen's Movement (MC)","MC",,"Citizen's Movement","Citizen's Movement (MC) was formerly known as ""Convergence"". The party was reformed and renamed in July 2011.","MEX"
"Mexico","#4840008","Social Democratic Party (PSD)","PSD",,"Social Democratic Party","Social Democratic Party (PSD) was formerly known as the ""Social Democratic and Peasant Party (PASC)"" until 2007. The party changed its name twice before deciding on ""Social Democratic Party (PSD)"" in 2008.","MEX"
"Mexico","#4840010","National Regeneration Movement (MORENA)","MORENA",,"National Regeneration Movement",,"MEX"
"Mexico","#4840011","Possible Mexico",,,"Possible Mexico",,"MEX"
"Mexico","#4840012","Social Encounter Party (PES)","PES",,"Social Encounter Party",,"MEX"
"Mexico","#4840013","Authentic Party of the Mexican Revolution (PARM)","PARM",,"Authentic Party of the Mexican Revolution",,"MEX"
"Mexico","#4840014","Social Alliance Party (PAS)","PAS",,"Social Alliance Party",,"MEX"
"Mexico","#4840015","Democratic Center Party (PCD)","PCD",,"Democratic Center Party",,"MEX"
"Mexico","#4840016","Cardenista Party (PFCRN)","PFCRN",,"Cardenista Party",,"MEX"
"Mexico","#4840017","Citizen's Force (FC)","FC",,"Citizen's Force",,"MEX"
"Mexico","#4840022","Alliance for Change",,,"Alliance for Change",,"MEX"
"Mexico","#4840023","Alliance for Mexico",,,"Alliance for Mexico",,"MEX"
"Mexico","#4840024","Mexican Democratic Party (PDM)","PDM",,"Mexican Democratic Party",,"MEX"
"Mexico","#4840025","Humanist Party (PH)","PH",,"Humanist Party",,"MEX"
"Mexico","#4840026","Mexican Liberal Party (PLM)","PLM",,"Mexican Liberal Party",,"MEX"
"Mexico","#4840027","Popular Socialist Party (PPS)","PPS",,"Popular Socialist Party",,"MEX"
"Mexico","#4840028","Coalition for the Good of All (PRD - PT - Convergence)",,"PRD - PT - Convergence","Coalition for the Good of All",,"MEX"
