country,name_english,year_first,year_last,share,year_share,paris_id,name_short
ATG,United Progressive Party,1994,2014,55.5,2004,4150,UPP
ATG,Progressive Labour Movement,1971,1980,57.7,1971,4151,PLM
ATG,Antigua and Barbuda Democratic Movement,1965,1965,20.2,1965,4153,ABDM
GRC,George Papandreou Party,1950,1950,10.7,1950,4155,KGP
GRC,Greek Rally,1951,1952,49.2,1952,4156,ES
GRC,United Democratic Left,1951,1964,24.4,1958,4157,EDA
GRC,Centre Union,1961,1964,52.7,1964,4158,EK
LKA,National Heritage Party,2004,2004,6,2004,4160,JHU
YEM,General People's Congress,1993,2003,62.1,1997,4162,GPC
YEM,Yemeni Congregation for Reform,1993,2003,22.5,2003,4163,Islah
YEM,Yemeni Socialist Party,1993,1993,18.6,1993,4164,YSP
LSO,Democratic Congress,2012,2015,40,2012,4166,DC
LSO,Basotho Congress Party / Basutoland Congress Party,1960,1993,75,1960,4167,BCP
LSO,Marema-Tlou/Marematlou Party,1960,1960,12.5,1960,4168,MT
LSO,National Independent Party,2002,2007,17.6,2007,4170,NIP
LSO,Basotho National Party,1965,2015,100,1985,4171,BNP
LSO,Marematlou Freedom Party,1965,1970,16.7,1965,4172,MFP
WSM,Samoan Democratic United Party,2006,2006,26.1,2006,4174,SDUP
WSM,Tautua Samoa Party,2011,2011,26.5,2011,4175,TSP
WSM,Human Rights Protection Party,1979,2011,73.5,2011,4176,HRPP
LIE,The Independents,2013,2013,15.3,2013,4178,DU
ARG,Union of the Democratic Centre,1987,1991,9.5,1989,4182,UCD
ARG,Intransigent Party,1985,1985,6.1,1985,4183,PI
DOM,Movement of Democratic Integration,1970,1970,20.4,1970,4186,MIDA
DOM,National Civic Union,1962,1962,30.1,1962,4188,UCN
DOM,National Youth Movement,1970,1974,12.1,1974,4189,MNJ
DOM,Popular Democratic Party,1974,1974,6.1,1974,4190,PDP
DOM,Independent Revolutionary Party,1990,1990,7.3,1990,4194,PRI
DOM,Democratic Quisqueyano Party,1970,1970,13.6,1970,4195,PQD
ECU,Alfarista Radical Front,1984,1997,8,1984,4198,FRA
HUN,Movement for a Better Hungary,2010,2014,20.2,2014,42,Jobbik
MLT,Democratic Action Party,1947,1950,13.3,1947,420,DAP
ECU,Revolutionary Nationalist Party,1979,1979,7.4,1979,4200,PNR
ARM,Prosperous Armenia Party,2007,2012,30.2,2012,4205,BHK
AND,National Democratic Group,1993,1997,30.9,1997,4207,AND
AND,Democratic Party,2001,2001,22.9,2001,4208,PD
PER,Popular Force 2011,2011,2011,22.9,2011,4214,FP
PER,Independent Moralizing Front,1992,2001,11,2001,4215,FIM
PER,Odriist National Union,1963,1963,24,1963,4217,UNO
PER,Alliance for Progress,2011,2011,,2011,4218,APEP
PER,Change 90,1990,1995,52.1,1995,4219,NM
IND,Indian People's Party,1984,2014,51.9,2014,422,BJP
PER,We are Peru,2000,2000,7.2,2000,4223,SP
SLV,Grand Alliance for National Unity,2012,2015,9.7,2012,4224,GANA
SLV,National Action Party,1956,1961,14.3,1961,4225,PAN
SLV,United Democratic Center,2000,2000,5.4,2000,4226,CDU
CRI,Democratic Force,1994,1998,5.8,1998,4230,FD
GNB,Resistance of Guinea-Bissau-Bafatá Movement,1994,1999,26.7,1999,4235,RGB
GNB,Social Renewal Party,1994,2014,36.2,1999,4236,PRS
GNB,African Party for the Independence of Guinea and Cape Verde,1972,2014,100,1973,4237,PAIGC
GNB,United Social Democratic Party,2004,2004,16.1,2004,4238,PUSD
GRD,People’s Democratic Movement,1957,1957,21.6,1957,4239,PDM
AUS,Australian Labor Party,1901,2013,50.9,1914,424,ALP
GRD,National Democratic Congress,1990,2013,51.2,2008,4240,NDC
GUY,The United Force,1961,1968,16.4,1961,4242,UFC
GUY,National Labour Front,1957,1957,11.5,1957,4243,NLF
GUY,National Democratic Party,1953,1953,13.2,1953,4244,NDP
GUY,United Democratic Party,1957,1957,8.2,1957,4245,UDP
GUY,People's Progressive Party,1953,2015,55.3,1997,4246,PPP
GUY,People's National Congress – Reform,1957,2006,78.5,1985,4247,PNC-R
PHL,New Society Movement,1978,1987,71.1,1978,4248,KBL
PHL,Fight of Democratic Filipinos,1992,2001,33.1,1992,4252,LDP
SGP,Socialist Front,1963,1963,33.2,1963,4253,BS
SGP,United People's Party,1963,1963,8.4,1963,4254,UPP
MKD,VMRO-People’s Party,2006,2006,6.1,2006,4258,VMRO-NP
VCT,New Democratic Party,1979,2015,66.3,1989,4259,NDP
VCT,Eighth Army of Liberation,1951,1951,70.4,1951,4260,EAL
VCT,People’s Political Party,1954,1974,49.4,1957,4261,PPP
VCT,St. Vincent Labour Party,1957,1994,69,1974,4262,SVLP
VCT,Movement for National Unity,1994,1994,17.4,1994,4263,MNU
VCT,Popular Labour Movement/People's Liberation Movement,1957,1957,15.2,1957,4264,PLM
VCT,United People’s Movement,1979,1979,13.6,1979,4265,UPM
VCT,Junta/Mitchell/Sylvester Faction from PPP,1974,1974,16.4,1974,4266,JUNTA
VCT,United Labour Party,1998,2015,56.5,2001,4268,ULP
ECU,"Grow, Creating Opportunities Movement",2013,2013,11.4,2013,4269,CREO
ECU,Radical Liberal Party,1947,2002,27.9,1947,4270,PLRE
ECU,Republican Unity Party,1992,1992,17.9,1992,4271,PUR
ECU,Democrat Party,1984,1984,9.1,1984,4272,PD
GIN,Union of Democratic Forces of Guinea,2013,2013,32.5,2013,4274,UFDG
GIN,Union of Republican Forces,2013,2013,8.8,2013,4275,UFR
GIN,Union for Progress and Renewal,1995,2002,26.6,2002,4276,UPR
TTO,United National Congress,1991,2015,46.6,2001,4281,UNC
TTO,People’s National Movement,1956,2015,84.1,1971,4283,PNM
TTO,National Alliance for Reconstruction,1981,1991,67.3,1986,4284,NAR
TTO,Congress of the People,2015,2015,6,2015,4285,COP
THA,National Democrat,1983,1983,8.1,1983,4287,ND
THA,National Development Party,1992,2001,15.9,1992,4288,NDP
THA,New Aspiration Party,1992,2001,29.1,1996,4289,NAP
THA,New Force Party,1975,1976,6.8,1976,4290,PM
THA,People Party,1986,1988,7.4,1986,4292,RA
THA,Thai People Party,1988,1988,8,1988,4293,TPP
THA,Progress Party,1986,1986,5.3,1986,4296,K
THA,Social Agrarian,1975,1975,7.5,1975,4298,SA
THA,Social Nationalist Party,1975,1975,7,1975,4301,SNP
THA,Thai Citizens' Party / Prachakorn Thai Party,1979,1988,9,1983,4303,TCP
THA,United Thai People's Party,1969,1969,34.7,1969,4304,UTPP
THA,United Thai Party,1988,1988,10.1,1988,4305,UTP
THA,Seritham Party,1979,1979,5,1979,4307,SP
THA,United Democrat Party,1986,1986,10.1,1986,4308,UDP
THA,Community Action Party,1986,1986,6,1986,4309,CAP
MKD,Democratic Party of Albanians,2002,2014,10.5,2008,431,DPA
THA,Palang Dharma Party / Force of Virtue,1988,1995,18,1992,4310,PDP
THA,Social Justice Party,1957,1976,27.5,1957,4311,SJP
GRC,National Party of Greece,1946,1946,6,1946,4312,NPG
BFA,Congress for Democracy and Progress,1992,2015,68.6,1997,4313,CDP
BFA,Alliance for Democracy and Federation–African Democratic Rally,2002,2012,12.6,2002,4314,ADF-RDA
BFA,Union for Progress and Reform,2012,2015,20.5,2015,4315,UPC
BFA,Party for Democracy and Socialism / Metba,2002,2002,7.5,2002,4317,PDS/Metba
USA,Democratic Party,1880,2014,57.7,1964,432,Dem
ETH,Ethiopian People's Revolutionary Democratic Front,1994,2015,91.4,2015,4322,EPRDF
ETH,Coalition for Unity and Democracy,2005,2005,20,2005,4323,CUD|CDU
ETH,United Ethiopian Democratic Forces,2005,2005,9.5,2005,4324,UEDF
FRA,National Front,1986,2012,14.9,1997,433,FN / RN
GTM,National Center Union,1984,2011,20.2,1985,4333,UCN
GTM,National Liberation Movement Party,1955,1990,87.9,1955,4334,MLN
GTM,National Renovator Party,1984,1984,8.7,1984,4335,PNR
GTM,Democratic Front New Guatemala,1995,1995,9.1,1995,4336,FDNG
GTM,Renewed Democratic Liberty,2011,2015,19.1,2015,4337,LIDER
SWE,Lantmanna Party,1881,1908,53.2,1899,4339,LP
KOR,Daedong Youth Corps / Taedang Youth Party,1948,1948,9.6,1948,4340,DCD
KOR,Democratic Justice Party,1981,1988,35.6,1981,4341,DJP
KOR,Democratic Korean Party,1981,1985,21.6,1981,4342,DKP
KOR,Socialist Mass Party,1960,1960,6,1960,4343,SMP
KOR,Party for Peace and Democracy,1988,1988,19.3,1988,4344,PPD
ECU,Ecuadorian Revolutionary Popular Action Party,1994,1994,6,1994,4347,PAPRE
ECU,Concentration of Popular Forces,1954,1990,30.9,1979,4348,CFP
ECU,Ecuadorian Conservative Party,1947,1998,31.5,1947,4349,PCE
KAZ,Communist Party of Kazakhstan,1990,1999,95,1990,4350,QKP
POL,Bloc of National Minorities,1928,1935,13.4,1935,4352,BMN
POL,Polish Socialist Party,1919,1930,13,1928,4354,PPS
POL,Popular National Union,1928,1930,12.7,1930,4355,ZLN
POL,Polish Catholic Block,1928,1928,6.8,1928,4356,PBK
POL,Peasant Party,1928,1928,5.4,1928,4357,SCh
POL,National Workers' Party,1930,1930,,1930,4358,NPR
POL,"Polish People's Party ""Wyzwolenie""",1919,1930,15.1,1919,4359,PSL-W
POL,"Polish People's Party ""Piast""",1919,1930,15.8,1922,4360,PSLPiast
ARM,Pan-Armenian National Movement,1990,1990,100,1990,4365,HHS
JPN,Constitution of Friends Association,1902,1937,56.2,1920,4366,RS
JPN,Constitutional Democratic Party,1928,1937,52.5,1930,4367,RM
SGP,United National Front,1972,1972,7.3,1972,4369,UNF
TUR,Trust Party / Republican Reliance Party / National Reliance Party,1969,1973,6.6,1969,4371,CGP
TUR,Justice Party,1961,1977,52.9,1965,4373,AP
TUR,Democratic Party (1970),1973,1973,11.9,1973,4376,DP
TUR,Republican Nation Party,1954,1957,7.1,1957,4377,CMP
CHE,Liberal Centre,1881,1899,22.5,1881,4380,LM
JPN,Socialist Masses Party,1937,1937,9,1937,4382,ST
BOL,New Republic Force,2002,2002,20.9,2002,4386,NFR
BOL,Revolutionary Left Movement - New Majority,1985,2002,21.8,1989,4387,MIR
BOL,Revolutionary Nationalist Movement of the Left,1985,1985,5.8,1985,4389,MNRI
BOL,Revolutionary Nationalist Movement Vanguard,1985,1985,5.1,1985,4390,RNMV
BOL,Nationalist Democratic Action,1979,1980,16.8,1980,4393,ADN
BOL,Authentic Revolutionary Party,1960,1978,67.2,1966,4394,PRA
BOL,Civic Solidarity Union,1993,1997,15.9,1997,4395,UCS
BOL,Conscience of Fatherland,1989,1997,15.9,1997,4396,CONDEPA
BOL,Free Bolivia Movement,1993,1993,5.1,1993,4398,MBL
BOL,Democratic and Popular Union,1978,1997,38.7,1980,4400,UDP
BOL,Socialist Party,1920,1980,8.7,1980,4401,PS
BRA,Reform Progressive Party,1994,1994,9.4,1994,4402,PPR
BRA,Party of the Reconstruction of the National Order,1990,1990,8.3,1990,4404,PRONA
BRA,Party of the Republic / Liberal Party,2010,2014,7.6,2010,4405,PR/PL
BRA,National Democratic Union,1945,1962,32.5,1947,4407,UDN
BRA,Republican Party,1958,1958,5.1,1958,4408,PR
BRA,Social Progressive Party,1947,1954,14.8,1947,4409,PSP
ESP,People's Alliance-Party / People's Party,1977,2015,45.2,2000,441,AP/PP
CRI,National Independent Party // National Patriotic Party,1974,1974,10,1974,4411,PNI/PPN
CRI,Socialist Action Party,1970,1970,5.5,1970,4413,PAS
CRI,Democratic Renovation Party,1974,1974,7.7,1974,4414,PRD
CRI,Democratic Party,1919,1953,41.6,1946,4417,PD
CRI,Revolutionary Civic Union,1966,1966,5.5,1966,4419,UCR
BOL,Movement for Socialism,2002,2014,61.4,2014,442,MAS
CRI,National Unification Party,1966,1974,43.2,1966,4422,PUN
GTM,"Renovation and Order Compromise/Commitment, Renewal and Order",2015,2015,5.9,2015,4424,CREO
GTM,Revolutionary Party,1958,1990,51.9,1966,4425,PR
GRD,Grenada United Labour Party,1951,1999,68.8,1951,4431,GULP
GRD,People’s Progressive Movement,1961,1961,15.5,1961,4432,PPM
CRI,National Republican Party,1902,1962,84.5,1940,4436,PRN
GTM,Democratic Institutional Party,1966,1984,50,1974,4437,PID
GRC,Free Opinion Party/Freethinkers' Party,1926,1935,15.8,1926,4438,KTE
GRC,National Progressive Centre Union,1950,1958,23.5,1951,4439,EPEK
CHE,Liberal Party of Switzerland,1902,1914,8.6,1902,444,LPS
GRC,National Radical Party,1935,1936,,1935,4440,ERK
GRC,National Radical Union,1956,1964,50.8,1961,4441,ERE
GRC,Farmer-Labour Party / Agricultural and Labour Party,1928,1932,6.7,1928,4442,AEK
GRC,Agrarian Party,1932,1932,6.2,1932,4443,AK
GRC,People's Party,1920,1956,44.1,1946,4444,LK
LUX,Party of the Right,1915,1937,52.8,1919,4445,PD
LUX,Democratic Progressives of the North,1931,1931,5.3,1931,4446,PDN
KOR,New Korea Democratic Party,1985,1985,29.3,1985,4448,SM
KOR,Civil Rights Party (1981),1963,1963,13.6,1963,4451,CRP
GRC,Republican Union / Democratic Union,1923,1926,30.2,1923,4452,DE
KOR,Liberal Democratic Party,1963,1963,8.1,1963,4454,LDP
KOR,Liberal Party,1954,1958,42.1,1958,4455,LP
KOR,Democratic Party,1958,1996,41.7,1960,4458,DP
MEX,Ecologist Green Party of Mexico,2003,2015,7.7,2003,446,PVEM
KOR,Korea National Party,1981,1985,13.3,1981,4460,HGD
KOR,Democratic Unification Party,1973,1978,10.2,1973,4463,MT
KOR,Korea Democratic Party,1948,1948,13.5,1948,4465,KDP
KOR,Korea National Party / Korea Nationalist Party,1950,1950,9.7,1950,4466,DG
KOR,National Association,1950,1950,6.8,1950,4467,GH
KOR,National Association for the Rapid Realization of Korean Independence,1948,1948,26.1,1948,4468,NARRKI
KOR,New Democratic Party,1967,1978,44.4,1971,4470,NDP
KOR,New Democratic Republican Party,1988,1988,15.6,1988,4471,NDRP
POL,Front of National Unity,1947,1980,99.8,1952,4473,FJN
POL,Ukrainian Group,1928,1938,9.2,1935,4474,UG
POL,Jewish Group / Jewish National Council,1919,1930,10.8,1919,4475,JG
JPN,Orthodox Constitutional Government Party / Constitutional National Party / Reformist Club,1924,1924,6.1,1924,4479,Ksh
NOR,Norwegian Labour Party,1903,2013,48.3,1957,448,DNA
JPN,Constitutional Association of Allies / Constitutional Like-Minded Thinker's Association,1915,1920,36.9,1915,4480,RD
JPN,Impartiality Society,1915,1915,7.2,1915,4481,Chk
JPN,Central Club,1892,1912,27,1892,4482,ChC
JPN,Yuko Club,1908,1908,7.4,1908,4483,YK
JPN,Daido Club,1908,1908,6.9,1908,4484,DC
URY,Communist Party of Uruguay,1966,1966,5.7,1966,4492,PCU
IDN,Great Indonesia Movement Party,2009,2014,11.8,2014,4495,Gerindra
IDN,Nasdem Party,2014,2014,6.7,2014,4496,Nasdem
IDN,People's Conscience Party,2014,2014,5.3,2014,4497,Hanura
IDN,The Indonesian Democratic Party,1977,1992,14.9,1992,4498,PDI
NLD,Democrats 66,1971,2012,15.5,1994,45,D66
IDN,Indonesian National Party,1955,1971,22.3,1955,4500,PNI
IDN,Communist Party of Indonesia,1955,1955,16.3,1955,4503,PKI
URY,Civic Union (1912),1946,1954,5.2,1946,4507,UCU
KOR,Party for Unification and Democracy / Reunification Democratic Party,1988,1988,23.8,1988,4509,RDP
KOR,Democratic Nationalist Party,1950,1954,9.8,1950,4510,MG
KOR,Democratic Republican Party,1963,1978,50.6,1967,4511,DRP
CHE,Catholic Conservatives / Catholic Right,1881,1899,28.4,1887,4515,CC
CHE,Evangelical Conservatives / Evangelical Right,1881,1884,6.2,1884,4516,EK
HKG,Civic Party,2008,2012,14.1,2012,4518,CP
HKG,Democratic Party,1995,2012,42.9,1998,4519,DP
HKG,Labour Party,2012,2012,6.2,2012,4521,Lab
HKG,League of Social Democrats,2008,2008,7.2,2008,4522,LSD
UGA,National Resistance Movement,1989,2011,100,1989,4523,NRM
UGA,Uganda People's Congress,1961,2006,49.2,1961,4524,UPC
UGA,Democratic Party,1958,2006,47.1,1980,4525,DP
KGZ,Social Democratic Party Kyrgystan,1995,2015,27.6,2015,4526,SDPK
KGZ,Socialist Party 'Fatherland',2000,2015,10,2010,4527,AM
KGZ,Respublika,2010,2010,12.6,2010,4528,R
KGZ,Ata Zhurt / Fatherland,2010,2010,15.4,2010,4529,AZ
TUN,Nidaa Tounes,2014,2014,37.6,2014,4530,NT
TUN,Congress for the Republic,2011,2011,8.7,2011,4532,CPR
TUN,Current of Love,2011,2011,6.7,2011,4534,COL
LUX,Radical Party (Marcel Cahen),1931,1931,7.9,1931,4536,RPMC
JOR,Islamic Action Front,1956,2007,27.5,1989,4537,IAF
ARM,Armenian National Congress,2012,2012,7.1,2012,4539,HAK
AUS,Protectionist Party,1887,1906,51.4,1889,454,PP
GEO,Communist Party of Georgia,1990,1990,29.6,1990,4540,SKP
ZAF,Congress of the People,2009,2009,7.4,2009,4546,COPE
ZAF,Democratic Party,1989,1999,19.9,1989,4547,DP
ZAF,Economic Freedom Fighters,2014,2014,6.4,2014,4548,EEF
ISR,Sephardi Torah Guardians,1996,2015,13,1999,455,SHAS
CHL,Coalition of Parties for Democracy),2001,2009,51.8,2005,4550,C
GEO,Round Table - Free Georgia,1990,1990,54,1990,4551,MM
JPN,Jinin Kai,1902,1902,4.2,1902,4559,JK
SWE,Greens,1988,2014,7.3,2010,456,MP
JPN,Jiyu Club,1904,1904,4.9,1904,4560,JK
JPN,Imperial Party,1904,1904,4.2,1904,4563,Tkk
JPN,Chusei Club,1903,1924,9.1,1924,4568,CC
ISL,Left-Green Movement,1999,2013,21.7,2009,457,Graen
GRC,National Liberal Party,1946,1946,9.6,1946,4574,EFK
GRC,National People's Party,1936,1936,,1936,4575,ELK
GRC,Progressive Party,1932,1964,8.4,1932,4576,PK
BRA,Brazilian Labour Party,1945,1994,16.5,1950,458,PTB
GRC,Democratic Party of the Working People,1956,1958,,1956,4582,DKEL
GRC,Peasants and Workers Party,1956,1958,,1956,4583,KAE
ESP,Spanish Renewal,1933,1933,3.4,1933,4585,RE
ESP,Galician Republicans,1933,1933,0,1933,4587,ORGA
NLD,Communist Party of the Netherlands,1946,1952,10.6,1946,459,CPN
ESP,Radical Republican Party,1918,1936,20,1931,4590,PRR
ESP,Radical Socialist Party,1931,1936,8.1,1936,4591,PRRS
ESP,Regionalist League of Catalonia,1907,1933,5.1,1918,4592,IPR
ESP,Republican Left,1931,1936,18.5,1936,4593,IR
ESP,Republican Union,1931,1933,0.2,1933,4596,UR
ESP,National Action,1933,1936,24.4,1933,4598,CEDA
ESP,Spanish Agrarian Party,1931,1936,7.6,1933,4599,PAE
PHL,Struggle of the Patriotic Filipino Masses,1998,1998,26.7,1998,4601,LAMMP
PHL,Philippine Democratic Party-Power of the Nation,1987,1992,17.3,1987,4602,PDP–Laban
PHL,Progressive Party,1907,1916,23.9,1907,4603,PP
PHL,National Popular Liga,1919,1919,7.4,1919,4606,LiPo
LVA,Latvian First Party / Latvian Way Party,2006,2006,8.6,2006,461,LPP/LC
BRA,National Renewal Alliance,1966,1978,69.5,1970,4614,ARENA
BRA,Brazilian Democratic Movement,1966,1978,49.6,1978,4615,MDB
ECU,Civic Christian Action,1962,1962,23.2,1962,4617,ACC
ECU,Forces of the Radical Liberation,1962,1962,16.4,1962,4618,FLR
ECU,Velasquist Federation of Pichincha,1962,1962,6.7,1962,4619,FVP
ECU,National Democratic Front,1962,1962,5,1962,4620,FDN
ECU,National Democratic Civic Movement,1947,1947,18.5,1947,4621,MCDN
ECU,Democratic People's Front,1954,1954,11.8,1954,4622,FPD
FRA,Conservatives [Republican Federation],1906,1932,29.2,1906,4626,FR
FRA,Progressive Republicans,1906,1906,14.1,1906,4627,RP
FRA,Republicans,1893,1898,49.3,1893,4628,Rep
AUT,Freedom Party of Austria,1949,2013,26.9,1999,463,FPO
POL,Modern,2015,2015,7.6,2015,4630,N
POL,Kukiz'15,2015,2015,8.8,2015,4631,K
CHL,National Party,1969,1973,22,1969,4632,PN
CHL,Liberal Party,1915,1961,32.4,1925,4633,PL
CHL,United Conservative Party,1961,1961,11.3,1961,4634,PCU
CHL,National Democratic Party,1961,1961,7.9,1961,4635,PADENA
CHL,Agrarian Labor Party,1949,1957,15.2,1953,4636,PAL
CHL,Popular Socialist Party,1953,1957,8.8,1953,4637,PSP
CHL,Radical Democracy,1949,1949,5,1949,4640,DR
CHL,Authentic Socialist Party,1945,1945,5.6,1945,4642,PSA
CHL,Conservative Party,1915,1957,23.6,1945,4643,PCon
CHL,Democratic Party,1915,1957,22.3,1925,4644,PDem
CHL,Socialist Radical Party,1932,1932,5.5,1932,4645,PRS
CHL,Liberal Democratic Party,1915,1921,17.3,1915,4646,PLD
CHL,Liberal Party – Aliancistas,1921,1921,12.2,1921,4647,PL-A
CHL,Liberal Party – Unionistas,1921,1921,8.8,1921,4648,PL-U
CHL,National Party / Montt-Varist Party,1915,1918,11,1918,4649,PN/MVP
SWE,Free-minded National Association / Free-minded People's Party,1893,1932,51.2,1902,4651,FL/FF
PHL,Nacionalist Party (Osmena Wing),1922,1935,38.6,1922,4652,PN-POW
PHL,United Nationalist Democratic Organization,1984,1987,32.8,1984,4655,UNIDO
PHL,Nacionalist Party (Quezon Wing),1922,1935,76.1,1934,4657,PNP-QW
DDR,Socialist Unity Party of Germany / National Front,1949,1986,99.9,1963,4658,SED
CUB,Popular Socialist Party,1939,1950,9,1939,4659,PSP
CZE,Civic Democratic Party,1992,2013,35.4,2006,466,ODS
CAF,independent (Independents),1952,1952,34.6,1952,4661,indep
CAF,alliance (Majorit_ Pr_sidentielle),2011,2011,,2011,4665-1,ally
SVN,Democratic Party of Retired People of Slovenia,2000,2014,10.2,2014,467,DeSUS
TCD,alliance (Civic Action Front of Chad),1952,1952,20.9,1952,4671-1,ally
TCD,alliance (Entente),1957,1957,83.4,1957,4671-2,ally
COG,independent (Independents),2007,2012,27.4,2007,4673,indep
COG,alliance (Democratic Union for the Defence of African Interests + Moyen-Congo Union),1957,1957,36.3,1957,4677-1,ally
COG,alliance (African Socialist Movement + French Section of the Workers' International + Democratic and Socialist Union of the Resistance + Rally of the French People),1957,1957,28.2,1957,4677-2,ally
CUB,independent (Independents),1901,1901,6.3,1901,4679,indep
POL,Christian Democracy,1922,1922,9.7,1922,468,ChD
CUB,"alliance (Coalición Republicana-Democrática (PR, UD))",1900,1900,58.1,1900,4683-1,ally
CUB,"alliance (Concentración Patriótica (PNC, Oriente))",1900,1900,12.9,1900,4683-2,ally
CUB,alliance (Coalición Liberala),1908,1908,59,1908,4683-3,ally
CUB,alliance (Liga Nacionala),1920,1920,,1920,4683-4,ally
CUB,alliance (Coalición Demócrata-Liberal-Nacionalista),1920,1920,,1920,4683-5,ally
CUB,alliance (Coalición Liberal-Popular),1924,1924,,1924,4683-6,ally
CUB,alliance (Coalición Tripartita),1936,1936,,1936,4683-7,ally
CUB,alliance (Frente de Oposición),1940,1940,,1940,4683-8,ally
CUB,alliance (PRC(A)/PD/PL),1950,1950,,1950,4683-9,ally
IRN,independent (Independents),1954,1992,100,1954,4685,indep
MMR,independent (Independents),1922,1960,25.9,1922,4697,indep
MMR,alliance (PDF),1951,1951,7.6,1951,4701-1,ally
SDN,independent (Independents),1953,1953,12.4,1953,4703,indep
TCD,Chadian Social Action,1957,1957,10.2,1957,4708,AST
TCD,Parti Progressiste Tchadien / National Movement for the Cultural and Social Revolution,1952,1969,100,1962,4709,PPT/MNRCS
CAF,Movement for the Social Evolution of Black Africa,1952,1964,100,1957,4710,MESAN
ALB,Party of Labour / Albanian Workers' Party,1945,1987,100,1962,4711,PPSH
SVN,United Left,2014,2014,6,2014,4714,ZdLe
BIH,Democratic Front,2014,2014,9.2,2014,4717,DF
BEN,Republican Party of Dahomey / Dahomey Nationalist Party,1952,1957,59.4,1952,4718,PRD/PND
