"ctr_n","ctr","pty_n","pty","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","abbr","name","name_english","name_other","comment","country"
"Finland",246,"vasemmistoliitto",28,1991,2007,11.2,1995,5,246000028,"","Vasemmistoliitto","Left Wing Alliance","","","FIN"
"Finland",246,"vihreŠ liitto",29,1987,2007,8.5,2007,6,246000029,"","Vihreä liitto","Green League","","","FIN"
"Finland",246,"perussuomalaiset",38,1999,2007,4.1,2007,3,246000038,"","Perussuomalaiset","True Finns","","","FIN"
"Finland",246,"suomen kristillisdemokraatit",45,2003,2007,5.4,2003,2,246000045,"","Suomen Kristillisdemokraatit","Christian Democrats in Finland","","","FIN"
"France",250,"front national",7,1973,2002,15.6,1997,8,250000007,"","Front National","National Front","","","FRA"
"France",250,"génération Écologie",8,1993,1993,3.7,1993,1,250000008,"","Génération Écologie","Ecology Generation","","","FRA"
"France",250,"les verts",9,1986,2002,4.5,2002,4,250000009,"","Les Verts","The Greens","","","FRA"
"France",250,"mouvement de citoyen",12,1997,1997,2.2,1997,1,250000012,"","Mouvement de citoyen","Citizen's Movement","","","FRA"
"France",250,"parti communiste français",17,1973,2002,21.3,1973,8,250000017,"","Parti Communiste Français","French Communist Party","","","FRA"
"France",250,"parti socialiste",19,1973,2002,24.1,2002,2,250000019,"","Parti Socialiste","Socialist Party","","","FRA"
"France",250,"rassemblement pour la république",23,1978,1997,22.3,1978,6,250000023,"","Rassemblement pour la République","Rally for the Republic","","","FRA"
"France",250,"parti socialiste",26,1981,1993,36.2,1981,3,250000026,"","Parti Socialiste","Parti Socialiste","","","FRA"
"France",250,"union pour un mouvement populaire",29,2002,2002,33.3,2002,1,250000029,"","Union pour un Mouvement Populaire","Union for a Popular Movement","","","FRA"
"Georgia",268,"Georgian Dream",3,2012,2012,54.2,2012,1,268000003,"","Georgian Dream","","","","GEO"
"Georgia",268,"United National Movement",14,2012,2012,40.5,2012,1,268000014,"","United National Movement","","","","GEO"
"Gambia",270,"alliance for patriotic reorientation and construction",1,1997,2007,59.8,2007,2,270000001,"APRC","Alliance for Patriotic Reorientation and Construction","","","","GMB"
"Gambia",270,"national reconciliation party",3,1997,2007,5.7,2007,2,270000003,"NRP","National Reconciliation Party","","","","GMB"
"Gambia",270,"people's democratic organisation for independence and socialism",4,1997,1997,7.9,1997,1,270000004,"PDOIS","People's Democratic Organisation for Independence and Socialism","","","","GMB"
"Gambia",270,"united democratic party",6,1997,2007,34.1,1997,2,270000006,"UDP","United Democratic Party","","","","GMB"
"Germany",276,"antisemiten",1,1890,1903,3.7,1898,3,276000001,"","Antisemiten","Antisemites","","","DEU"
"Germany",276,"bayernpartei",3,1949,2009,4.2,1949,5,276000003,"","Bayernpartei","Bavarian Party","","","DEU"
"Germany",276,"bündnis '90/die grünen",5,1994,1998,6.9,1994,2,276000005,"","Bündnis '90/Die Grünen","Alliance '90-The Greens","","","DEU"
"Germany",276,"sozialdemokratische partei deutschlands",6,1990,2005,17.1,2005,2,276000006,"","Bündnis '90","Alliance '90","","","DEU"
"Germany",276,"christlich demokratische union",7,1949,2009,44.4,1953,17,276000007,"","Christlich Demokratische Union","Christian Democratic Union","","","DEU"
"Germany",276,"christlich-soziale union in bayern",8,1949,2009,10.6,1976,16,276000008,"","Christlich Soziale Union","Christian Social Union","","","DEU"
"Germany",276,"christlich-sozialer volksdienst (evangelische bewegung)",9,1930,2005,4.1,2005,2,276000009,"","Christlich-Sozialer Volksdienst (Evangelische Bewegung)","Christian-Social People’s Service (Evangelical Movement)","","","DEU"
"Germany",276,"freie demokratische partei",10,1881,2005,4.9,2005,2,276000010,"","Dänen","Regional party in Schleswig","","","DEU"
"Germany",276,"die linkspartei.partei des demokratischen sozialismus",11,1919,2005,18.6,1919,5,276000011,"","Deutsch-Demokratische Partei","German Democratic Party","","","DEU"
"Germany",276,"deutsche freiheitliche volkspartei",13,1924,2005,6.6,1924,2,276000013,"","Deutsche Freiheitliche Volkspartei","German Freedom People's Party","","","DEU"
"Germany",276,"deutsche freisinnige partei",14,1884,2005,17.6,1884,4,276000014,"","Deutsche Freisinnige Partei","German Liberal Party","","","DEU"
"Germany",276,"nationaldemokratische partei deutschlands",15,1871,2005,16.3,1881,14,276000015,"","Deutsche Konservative","German Conservative","","","DEU"
"Germany",276,"die grauen – graue panther",17,1949,2005,4,1949,4,276000017,"","Deutsche Partei","German Party","","","DEU"
"Germany",276,"familienpartei deutschlands",20,1871,2005,13.6,1878,17,276000020,"","Deutsche Reichspartei","German Empire Party","","","DEU"
"Germany",276,"bürgerrechtsbewegung solidarität",21,1928,2005,4.8,1928,4,276000021,"","Deutsche Staatspartei","German State Party","","","DEU"
"Germany",276,"deutsche volkspartei",22,1871,2005,13.9,1920,18,276000022,"","Deutsche Volkspartei","German People's Party","","","DEU"
"Germany",276,"deutsche zentrumspartei",23,1930,2005,3.2,1930,2,276000023,"","Deutsches Landvolk","German Countrymen","","","DEU"
"Germany",276,"deutsch-nationale volkspartei",24,1919,2005,20.3,1924,9,276000024,"","Deutsch-Nationale Volkspartei","German Nationalist People’s Party","","","DEU"
"Germany",276,"allianz für gesundheit, frieden und soziale gerechtigkeit",25,1983,2009,10,2009,6,276000025,"","Die Grünen","The Greens","","","DEU"
"Germany",276,"50plus das generationen-bündnis",27,1881,2005,2.9,1881,2,276000027,"","Elsässer","Regional party in Alsace-Lorraine","","","DEU"
"Germany",276,"forschrittliche volkspartei",29,1912,2005,12.3,1912,2,276000029,"","Forschrittliche Volkspartei","Progressive People's Party","","","DEU"
"Germany",276,"partei für soziale gleichheit, sektion der vierten internationale",30,1871,2005,12.7,1881,6,276000030,"","Fortschrittspartei","Progress Party","","","DEU"
"Germany",276,"pro deutsche mitte – initiative pro d-mark",31,1949,2009,12.4,1961,17,276000031,"","Freie Demokratische Partei","Free Democratic Party","","","DEU"
"Germany",276,"freisinnige vereinigung",32,1893,1907,3.4,1893,4,276000032,"","Freisinnige Vereinigung","Free-Thinkers' Union","","","DEU"
"Germany",276,"freisinnige volkspartei",33,1893,1907,8.7,1893,4,276000033,"","Freisinnige Volkspartei","Free-Thinkers' People's Party","","","DEU"
"Germany",276,"gesamtdeutscher block-bund der heimatvertriebenen und entrechteten",36,1953,1957,5.9,1953,2,276000036,"","Gesamtdeutscher Block-Bund der Heimatvertriebenen und Entrechteten","All-German Bloc-League of the Refugees and Discriminated","","","DEU"
"Germany",276,"kampffront schwarz weiss rot",37,1933,1933,7.7,1933,1,276000037,"","Kampffront Schwarz Weiss Rot","Combat Front Black White Red","","","DEU"
"Germany",276,"deutsche kommunistische partei (dkp)",38,1920,2009,15.9,1932,12,276000038,"","Kommunistische Partei Deutschlands","German Communist Party (KPD)","","","DEU"
"Germany",276,"liberale reichspartei",40,1871,1874,7,1871,2,276000040,"","Liberale Reichspartei","Liberal Empire Party","","","DEU"
"Germany",276,"liberale vereinigung",41,1881,1881,8.1,1881,1,276000041,"","Liberale Vereinigung","Liberal Union","","","DEU"
"Germany",276,"nationaldemokratische partei deutschlands",42,1965,2009,4,1969,5,276000042,"","Nationaldemokratische Partei Deutschlands","National Democratic Party of German","","","DEU"
"Germany",276,"nationalliberale",43,1871,1912,30.1,1871,13,276000043,"","Nationalliberale","National Liberals","","","DEU"
"Germany",276,"national-sozialistische deutsche arbeiter partei",44,1928,1933,42.6,1933,5,276000044,"","National-Sozialistische Deutsche Arbeiter Partei","National-Socialist German Workers' Party (Nazis)","","","DEU"
"Germany",276,"nationalsozialistische freiheitsbewegung",45,1924,1924,3,1924,1,276000045,"","Nationalsozialistische Freiheitsbewegung","National-Socialist Freedom Movement","","","DEU"
"Germany",276,"partei des demokratischen sozialismus (pds)",46,1990,2002,5,1998,4,276000046,"","Partei des demokratischen Sozialismus","Party of Democratic Socialism","","","DEU"
"Germany",276,"partikularisten",47,1871,1878,2.7,1874,4,276000047,"","Partikularisten","Particularists of Alsace-Lorraine","","","DEU"
"Germany",276,"polen",48,1871,1912,4.5,1871,13,276000048,"","Polen","Poles","","","DEU"
"Germany",276,"reichspartei des deutschen mittelstandes",50,1930,1930,3.9,1930,1,276000050,"","Reichspartei des deutschen Mittelstandes","State Party for the German Middle Class (Business Party)","","","DEU"
"Germany",276,"sozialdemokratische partei deutschlands",51,1871,2009,47.4,1972,39,276000051,"","Sozialdemokratische Partei Deutschlands","German Social Democratic Party","","","DEU"
"Germany",276,"süddeutsche volkspartei",52,1893,1893,2.2,1893,1,276000052,"","Süddeutsche Volkspartei","Southern German People's Party","","","DEU"
"Germany",276,"unabhängige sozialdemokratische partei deutschlands",54,1919,1920,17.9,1920,2,276000054,"","Unabhängige Sozialdemokratische Partei Deutschlands","German Independent Social Democratic Party","","","DEU"
"Germany",276,"wirtschaftliche aufbauvereinigung",56,1949,1949,2.9,1949,1,276000056,"","Wirtschaftliche Aufbauvereinigung","Economic Reconstruction League","","","DEU"
"Germany",276,"wirtschaftspartei des deutschen mittelstand",57,1924,1928,4.5,1928,2,276000057,"","Wirtschaftspartei des deutschen Mittelstand","Business Party of the German Middle Class","","","DEU"
"Germany",276,"wirtschaftsvereinigung",58,1912,1912,2.5,1912,1,276000058,"","Wirtschaftsvereinigung","Economic Union","","","DEU"
"Germany",276,"deutsche zentrumspartei",59,1871,2009,30.2,1874,22,276000059,"","Zentrum","Catholic Centre","","","DEU"
"Germany",276,"die linkspartei.partei des demokratischen sozialismus",73,2005,2009,11.5,2009,2,276000073,"","Die Linkspartei.Partei des Demokratischen Sozialismus","The Left Party.PDS","","","DEU"
"Ghana",288,"convention people's party",1,2000,2008,4.3,2000,3,288000001,"CPP","Convention People's Party","","","","GHA"
"Ghana",288,"national democratic congress",5,2000,2008,41.2,2000,3,288000005,"NDC","National Democratic Congress","","","","GHA"
"Ghana",288,"national reform party",6,2000,2004,2.2,2000,2,288000006,"NRP","National Reform Party","","","","GHA"
"Ghana",288,"new patriotic party",7,2000,2008,48.9,2004,3,288000007,"NPP","New Patriotic Party","","","","GHA"
"Ghana",288,"people's national convention",9,2000,2008,47.2,2008,3,288000009,"PNC","People's National Convention","","","","GHA"
"Gibraltar",292,"gibraltar national party",1,1996,1996,4.7,1996,1,292000001,"GNP","Gibraltar National Party","","","","GIB"
"Gibraltar",292,"gibraltar social democrats",2,1996,2011,58.9,2000,5,292000002,"GSD","Gibraltar Social Democrats","","","","GIB"
"Gibraltar",292,"gibraltar socialist labour party/liberal",3,1996,2007,46.8,2007,3,292000003,"GSLP","Gibraltar Socialist Labour Party","","","","GIB"
"Gibraltar",292,"labour",4,2003,2003,8.4,2003,1,292000004,"GLP","Gibraltar Labor Party (Labour)","","","","GIB"
"Gibraltar",292,"progressive democratic party",7,2007,2011,4.4,2011,2,292000007,"PDP","Progressive Democratic Party","","","","GIB"
"Greece",300,"agrotikon komma",1,1926,1936,6.2,1932,4,300000001,"","Agrotikon Komma","Agrarian Party","","","GRC"
"Greece",300,"agrotikon-ergatikon komma",2,1928,1932,6.7,1928,2,300000002,"","Agrotikon-Ergatikon Komma","Farmer-Labour Party","","","GRC"
"Greece",300,"dimokratiki enosis",4,1926,1926,6.5,1926,1,300000004,"","Dimokratiki Enosis","Republican Union","","","GRC"
"Greece",300,"dimokratiki parataksis",5,1951,1951,10.6,1951,1,300000005,"","Dimokratiki Parataksis","Democratic Front","","","GRC"
"Greece",300,"dimokratiko kinoniko kinima",6,1996,2000,4.4,1996,2,300000006,"","Dimokratiko Kinoniko Kinima","Democratic Social Movement","","","GRC"
"Greece",300,"ellenikos synagermos",7,1951,1952,49.2,1952,2,300000007,"","Ellenikos Synagermos","Greek Rally","","","GRC"
"Greece",300,"enieon metopon",8,1926,1932,5,1932,3,300000008,"","Enieon Metopon","United Front (Greek Communist Party)","","","GRC"
"Greece",300,"eniaia dimokratiki aristera",9,1952,1958,24.4,1958,2,300000009,"","Eniaia Dimokratiki Aristera","United Democratic Left","","","GRC"
"Greece",300,"enosi kentrou",10,1963,1964,52.7,1964,2,300000010,"","Enosi Kentrou","Centre Union","","","GRC"
"Greece",300,"enosi kentrou-nees dinamis",11,1974,1974,20.4,1974,1,300000011,"","Enosi Kentrou-Nees Dinamis","Centre Union-New Forces","","","GRC"
"Greece",300,"enosis dimokratikou kentrou",12,1977,1981,11.9,1977,2,300000012,"","Enosis Dimokratikou Kentrou","Union of the Democratic Centre","","","GRC"
"Greece",300,"ethniki parataxi",14,1977,1977,6.8,1977,1,300000014,"","Ethniki Parataxi","National Alignment","","","GRC"
"Greece",300,"ethniki proodeftiki enosis kentrou",16,1951,1951,23.5,1951,1,300000016,"","Ethniki Proodeftiki Enosis Kentrou","National Progressive Centre Union","","","GRC"
"Greece",300,"ethniki rizospastiki enosis",17,1956,1963,50.8,1961,4,300000017,"","Ethniki Rizospastiki Enosis","National Radical Union","","","GRC"
"Greece",300,"ethnikon dimokratikon komma",18,1928,1928,2.7,1928,1,300000018,"","Ethnikon Dimokratikon Komma","National Republican Party","","","GRC"
"Greece",300,"ethnikon komma ellados",20,1946,1946,6,1946,1,300000020,"","Ethnikon komma ellados","National Party of Greece","","","GRC"
"Greece",300,"ethnikon rizospastikon komma",22,1932,1932,4.1,1932,1,300000022,"","Ethnikon Rizospastikon Komma","National Radical Party","","","GRC"
"Greece",300,"komma ethnikofronon",24,1946,1946,2.9,1946,1,300000024,"","Komma ethnikofronon","Nationalist Party","","","GRC"
"Greece",300,"komma fileleftheron",25,1926,1958,47,1928,7,300000025,"","Komma Fileleftheron","Liberal Party","","","GRC"
"Greece",300,"komma georgiou papandreou",27,1951,1951,2.1,1951,1,300000027,"","Komma Georgiou Papandreou","George Papandreou Party","","","GRC"
"Greece",300,"komma proodeftikon",29,1963,1981,3.7,1963,2,300000029,"","Komma Proodeftikon","Progressive Party","","","GRC"
"Greece",300,"komma ton eleftherofronon",30,1926,1936,15.8,1926,4,300000030,"","Komma Ton Eleftherofronon","Free Opinion Party","","","GRC"
"Greece",300,"kommounistiko komma elladas",31,1977,2000,10.9,1981,6,300000031,"","Kommounistiko Komma Elladas","Greek Communist Party","","","GRC"
"Greece",300,"laikon komma",33,1926,1952,33.8,1932,6,300000033,"","Laikon Komma","People's Party","","","GRC"
"Greece",300,"nea demokratia",34,1974,2000,54.4,1974,10,300000034,"","Nea Demokratia","New Democracy","","","GRC"
"Greece",300,"pallaikon metopon",36,1936,1936,5.8,1936,1,300000036,"","Pallaikon Metopon","People's Front","","","GRC"
"Greece",300,"pandimokratikon agrotikon metopon ellados",37,1961,1964,14.6,1961,3,300000037,"","Pandimokratikon Agrotikon Metopon Ellados","Pan-Democratic Agrarian Front of Greece","","","GRC"
"Greece",300,"panellenio sosialistiko kinima (pasok)",38,1974,2000,48.1,1981,10,300000038,"","Panellenio Sosialistiko Kinima (PASOK)","Pan-Hellenic Socialist Movement","","","GRC"
"Greece",300,"politiki anixi",39,1993,1996,4.9,1993,2,300000039,"","Politiki Anixi","Political Spring","","","GRC"
"Greece",300,"proodeftikon komma",41,1928,1956,8.4,1932,3,300000041,"","Proodeftikon Komma","Progressive Party","","","GRC"
"Greece",300,"simmachia proodeftikon kai aristeron dinameon",42,1977,1977,2.7,1977,1,300000042,"","Simmachia Proodeftikon Kai Aristeron Dinameon","Coalition of Progressive and Left-Wing Forces","","","GRC"
"Greece",300,"synaspismos tis aristeras kai tis proodou",45,1993,2000,5.1,1996,3,300000045,"","Synaspismos tis Aristeras Kai tis Proodou","Progressive Left Coalition","","","GRC"
"Grenada",308,"grenada united labour party",4,1954,2003,58.9,1972,12,308000004,"","Grenada United Labour Party","","","","GRD"
"Grenada",308,"maurice bishop patriotic movement",5,1984,1999,5,1984,4,308000005,"","Maurice Bishop Patriotic Movement","","","","GRD"
"Grenada",308,"national democratic congress",6,1990,2013,51.2,2008,6,308000006,"","National Democratic Congress","","","","GRD"
"Grenada",308,"new national party",7,1984,2013,62.2,1999,7,308000007,"","New National Party","","","","GRD"
"Grenada",308,"national party",8,1990,1995,17.5,1990,2,308000008,"","National Party","","","","GRD"
"Grenada",308,"Action Council",10,1951,1951,25.1,1951,1,308000010,"","Action Council","","","","GRD"
"Grenada",308,"Grenada Mental and Manual Workers Union",12,1951,1951,68.8,1951,1,308000012,"","Grenada Mental and Manual Workers Union","","","","GRD"
"Grenada",308,"Grenada National Party",13,1957,1972,53.7,1962,5,308000013,"","Grenada National Party","","","","GRD"
"Grenada",308,"People’s Democratic Movement",18,1957,1957,21.6,1957,1,308000018,"","People’s Democratic Movement","","","","GRD"
"Grenada",308,"People’s Labour Movement",19,2003,2003,2,2003,1,308000019,"","People’s Labour Movement","","","","GRD"
"Grenada",308,"People’s Progressive Movement",20,1961,1961,15.5,1961,1,308000020,"","People’s Progressive Movement","","","","GRD"
