country,partyfacts_id,name_short,name,name_english,left_right,year_first,year_last,share,share_year,tags
EST,1150,SDE — M,Sotsiaaldemokraatlik Erakond — Mõõdukad,Social Democratic Party — Moderates,-0.61,1992,2018,17.1,2011,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
EST,429,TEE,Tuleviku Eesti Erakond,Estonian Future Party,1.98,1993,1999,2.6,1995,"tags position: far-right
tags ideology: [ estonian nationalism ] // right-wing populism // euroscepticism
tags used: 3"
EST,491,UVE/RP,Ühendus vabariigi eest / Res Publica,Union for the Republic / Res Publica Party,0.67,2001,2006,24.6,2003,"tags position:
tags ideology: conservatism // populism
tags used: 2"
ETH,4323,CUD|CDU,Coalition for Unity and Democracy,Coalition for Unity and Democracy,0.19,2004,2007,19.9,2005,"tags position: centre-right
tags ideology: civic nationalism // liberalism // federalism // populism
tags used: 5"
ETH,4322,EPRDF,Ethiopian People's Revolutionary Democratic Front,Ethiopian People's Revolutionary Democratic Front,-1.47,1988,2019,59.8,2005,"tags position: centre-left // left-wing // far-left
tags ideology: [ ethiopian people's revolutionary democratic front ] // [ ethnic federalism ] // [ plurinationalism ] // marxism-leninism // [ hoxhaism ]
tags used: 4"
ETH,5629,Forum,Medrek,Ethiopian Federal Democratic Unity Forum,-0.88,2010,2018,4.8,2010,"tags position: centre-left // left-wing
tags ideology: social democracy // democratic socialism // [ ethnic federalism ]
tags used: 4"
ETH,5843,TPLF,Tigrayan People's Liberation Front,Tigrayan People's Liberation Front,-1.81,1975,2018,7,2000,"tags position: left-wing // far-left
tags ideology: [ ethiopian people's revolutionary democratic front ] // [ ethnic federalism ] // left-wing nationalism // communism // marxism-leninism // [ hoxhaism ]
tags used: 5"
ETH,4324,UEDF,United Ethiopian Democratic Forces,United Ethiopian Democratic Forces,-0.3,2005,2008,9.5,2005,"tags position: big tent
tags ideology: social democracy // social liberalism
tags used: 3"
ETH,8434,COPWE,Ya'ityopya Sareto'adaroc Parti 'Adaraj Komisen,Commission for Organizing the Party of the Working People of Ethiopia,-2.24,1979,1984,,,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
ETH,5793,WPE,Ye'itiyopiya Sheratenyochi Pariti,Workers Party of Ethiopia,-2.23,1984,1991,100,1988,"tags position: far-left
tags ideology: communism // marxism-leninism
tags used: 3"
EUN,6401,ALDE,Alliance of Liberals and Democrats for Europe,Alliance of Liberals and Democrats for Europe,0.06,1953,2018,9.2,2014,"tags position: centre
tags ideology: pro-europeanism
tags used: 2"
EUN,6400,ECR,European Conservatives and Reformists,European Conservatives and Reformists,1.06,2009,2018,10.3,2014,"tags position: right-wing // centre-right // far-right
tags ideology: conservatism // euroscepticism // national conservatism // liberal conservatism // economic liberalism
tags used: 8"
EUN,6398,EPP,European People's Party,European People's Party,0.49,1976,2018,28.8,2014,"tags position: centre-right
tags ideology: christian democracy // liberal conservatism // pro-europeanism
tags used: 4"
EUN,6402,GUE — NGL,European United Left — Nordic Green Left,European United Left — Nordic Green Left,-1.48,1995,2018,6.9,2014,"tags position: left-wing
tags ideology: socialism // communism // left-wing populism // euroscepticism
tags used: 5"
EUN,6404,EDD/ID/EFDD,Europe of Democracies and Diversities / Independence/Democracy / Europe of Freedom and [Direct] Democracy,Europe of Democracies and Diversities / Independence/Democracy / Europe of Freedom and [Direct] Democracy,1.71,1999,2019,5.6,2014,"tags position: right-wing // far-right
tags ideology: euroscepticism // right-wing populism // [ direct democracy ]
tags used: 4"
EUN,8759,ITS,"Identity, Tradition, Sovereignty","Identity, Tradition, Sovereignty",1.67,2007,2007,2.9,2007,"tags position: far-right
tags ideology: nationalism
tags used: 2"
EUN,6399,SOC/PES/PASD,Socialist Group / Party of European Socialists / Progressive Alliance of Socialists and Democrats,Progressive Alliance of Socialists and Democrats,-0.55,1953,2018,27.3,2014,"tags position: centre-left
tags ideology: social democracy // progressivism // pro-europeanism
tags used: 4"
EUN,6403,G/EFA,The Greens / European Free Alliance,The Greens / European Free Alliance,-0.59,1999,2018,6.9,2014,"tags position: centre-left // left-wing
tags ideology: green politics // regionalism // [ ethnic party ] // pro-europeanism
tags used: 5"
EUN,8760,UEN,Union for Europe of the Nations,Union for Europe of the Nations,1.26,1999,2009,5.6,2008,"tags position:
tags ideology: national conservatism // conservatism // euroscepticism
tags used: 3"
FRO,5530,F,Framsókn,Progress,0.08,2011,2018,7,2015,"tags position: centre
tags ideology: liberalism // [ faroese independence movement ]
tags used: 2"
FRO,5527,FF,Hin føroyski fólkaflokkurin — radikalt sjálvstýri,Faroese People's Party — Radical Self-Government,0.85,1939,2018,18.9,2015,"tags position: centre-right
tags ideology: conservatism // social conservatism // economic liberalism // [ faroese independence movement ]
tags used: 4"
FRO,5524,JF,Javnaðarflokkurin,Social Democratic Party,-0.61,1925,2015,25.1,2015,"tags position: centre-left
tags ideology: social democracy // [ danish realm ]
tags used: 2"
FRO,5526,MF,Miðflokkurin,Centre Party,0.93,1992,2018,5.5,2015,"tags position: right-wing
tags ideology: christian democracy // social conservatism // [ christian right ] // [ outline of lgbt topics ] // regionalism
tags used: 4"
FRO,5528,NS,Nýtt Sjálvstýri,New Self-Government Party,-0.06,1906,2018,4.1,2015,"tags position: centre
tags ideology: liberalism // social liberalism // regionalism // [ autonomism (political doctrine) ]
tags used: 4"
FRO,5529,UP,Sambandsflokkurin,Union Party,0.04,1906,2018,18.7,2015,"tags position: centre-right
tags ideology: agrarianism // [ nordic agrarian parties ] // conservative liberalism // social liberalism // [ danish realm ]
tags used: 4"
FRO,5523,TF,Tjóðveldi / Tjóðveldisflokkurin,Republic  / Republican Party,-1.14,1948,2018,20.8,2015,"tags position: left-wing
tags ideology: democratic socialism // republicanism // [ faroese independence movement ]
tags used: 3"
FJI,5795,FF,FijiFirst,Fiji First Party,0.1,2014,2018,59.2,2014,"tags position: centre
tags ideology: liberalism // populism // civic nationalism
tags used: 4"
FJI,4887,FLP,Fiji Labour Party,Fiji Labour Party,-0.61,1985,2018,32.2,1999,"tags position: centre-left
tags ideology: social democracy // [ labour movement ]
tags used: 2"
FJI,5893,MV,Matanitu Vanua,Conservative Alliance Party,1.19,2001,2006,10.2,2001,"tags position: right-wing
tags ideology: conservatism // national conservatism // social conservatism // christian democracy // nationalism
tags used: 6"
FJI,5794,SDLP,Social Democratic Liberal Party,Social Democratic Liberal Party,0.54,2013,2018,28.2,2014,"tags position: centre-right
tags ideology: christian democracy // [ ethnic nationalism ] // [ localism ]
tags used: 2"
FJI,4890,SDL,Soqosoqo Duavata ni Lewenivanua,United Fiji Party,1.1,2001,2013,44.6,2006,"tags position: right-wing
tags ideology: conservatism // nationalism
tags used: 3"
FJI,7470,VLV,Veitokani ni Lewenivanua Vakarisito,Christian Democratic Alliance,0.53,1997,2001,9.7,1999,"tags position: centre-right
tags ideology: christian democracy
tags used: 2"
FIN,166,Deva,Demokraattinen Vaihtoehto,Democratic Alternative,-1.81,1986,1990,4.2,1987,"tags position: far-left
tags ideology: communism
tags used: 2"
FIN,725,IK,Isänmaallinen Kansanliike,Patriotic People's Movement,2.17,1933,1939,8.3,1936,"tags position: far-right
tags ideology: [ finnish nationalism ] // national conservatism // social conservatism // right-wing populism // [ corporatism ] // [ clerical fascism ]
tags used: 4"
FIN,495,KOK,Kansallinen Kokoomus,National Coalition Party,0.53,1927,2018,23.1,1987,"tags position: centre-right
tags ideology: liberal conservatism
tags used: 2"
FIN,703,KD,Kristillisdemokraatit,Christian Democrats / League,0.65,1958,2018,5.3,2003,"tags position: centre-right
tags ideology: christian democracy // social conservatism
tags used: 3"
FIN,249,L,Liberaalinen kansanpuolue,Liberal People's Party,0.52,1965,2011,6.5,1966,"tags position: centre-right
tags ideology: conservative liberalism
tags used: 2"
FIN,8639,LN,Liike Nyt,Movement Now,0.64,2018,2018,2.2,2019,"tags position: centre-right
tags ideology: economic liberalism
tags used: 2"
FIN,901,KESK,Maalaisliitto / Keskusta,Agrarian Union / Centre Party,0.1,1927,2018,27.3,1930,"tags position: centre
tags ideology: agrarianism // liberalism
tags used: 3"
FIN,856,NSP,Nuorsuomalaiset,Young Finns,0.21,1995,1999,2.8,1995,"tags position: centre-right
tags ideology: liberalism
tags used: 2"
FIN,1229,RKP/SFP,Ruotsalainen Kansanpuolue / Svenska Folkepartiet i Finland,Swedish People's Party of Finland,0.08,1927,2018,12.4,1922,"tags position: centre
tags ideology: [ ethnic party ] // liberalism
tags used: 2"
FIN,3202,SMP,Soumen Maaseudun Puolue,Finnish Rural Party,0.31,1959,2003,10.5,1970,"tags position: syncretic politics
tags ideology: agrarianism // populism
tags used: 3"
FIN,1096,SKDL,Suomen Kansan Demokraattinen Liitto,Finnish People's Democratic League,-1.65,1944,1990,23.5,1945,"tags position: left-wing // far-left
tags ideology: socialism // communism // [ marxism ] // [ anti-capitalism ]
tags used: 4"
FIN,1904,SSTP,Suomen Kommunistinen Puolue / Suomen Sosialistinen (Pienviljelijäin) Työväenpuolue,Communist Party of Finland / Socialist Workers' (Small Holders) Party,-1.29,1918,1944,14.8,1922,"tags position: left-wing
tags ideology: socialism
tags used: 2"
FIN,1689,SP/PS,Suomen Puolue / Perussuomalaiset,Finns Party / True Finns,1.61,1995,2018,19.1,2011,"tags position: right-wing
tags ideology: national conservatism // right-wing populism
tags used: 3"
FIN,1303,SDP,Suomen Sosialidemokraattinen Puolue,Social Democratic Party of Finland,-0.61,1899,2018,44.8,1917,"tags position: centre-left
tags ideology: social democracy
tags used: 2"
FIN,5859,UV/SIN,Uusi vaihtoehto / Sininen tulevaisuus,New Alternative / Blue Reform,1.33,2017,2018,1,2019,"tags position: right-wing
tags ideology: economic liberalism // national conservatism // euroscepticism
tags used: 4"
FIN,1044,VAS,Vasemmistoliitto,Left Alliance,-1.16,1990,2018,11.2,1995,"tags position: left-wing
tags ideology: democratic socialism // [ eco-socialism ]
tags used: 2"
FIN,479,VIHR,Vihreä Liitto,Green League,-0.57,1983,2018,8.5,2015,"tags position: centre-left
tags ideology: green politics // [ green liberalism ]
tags used: 2"
FRA,3105,ALP,Action Libérale Populaire,Popular Liberal Action,0.54,1901,1919,11.9,1906,"tags position: centre-right
tags ideology: liberal conservatism // christian democracy
tags used: 3"
FRA,1177,AC,Alliance centriste,Centrist Alliance,0.08,2009,2018,0.6,2012,"tags position: centre
tags ideology: liberalism // pro-europeanism
tags used: 3"
FRA,399,CD,Centre démocrat,Democratic Centre,0.25,1967,1968,14.1,1967,"tags position: centre
tags ideology: christian democracy
tags used: 2"
FRA,288,CDP,Centre démocratie et progrés,Centre Democracy and Progress,0.36,1969,1976,3.8,1973,"tags position: centre-right
tags ideology: [ centre ] // christian democracy
tags used: 2"
FRA,3155,CDS,Centre des Démocrates Sociaux,Centre of Social Democrats,0.24,1976,1995,5.3,1981,"tags position: centre
tags ideology: christian democracy // [ centre ]
tags used: 2"
FRA,1629,CNIP,Centre National des Indépendants et Paysans,National Centre of Independents and Peasants,0.77,1949,2018,20,1958,"tags position: right-wing // centre-right
tags ideology: [ french nationalism ] // conservatism // agrarianism // euroscepticism // conservative liberalism // economic liberalism // pro-europeanism
tags used: 8"
FRA,1313,CPNT,"Chasse, pêche, nature, traditions","Hunting, Fishing, Nature, Tradition",0.7,1989,2004,1.7,2002,"tags position:
tags ideology: agrarianism // [ alter-globalization ] // euroscepticism
tags used: 2"
FRA,3207,DLF,Debout la France,France Arise,1.82,2008,2018,1.2,2017,"tags position: right-wing // far-right // europe 1
tags ideology: [ french nationalism ] // [ bbc news ] // national conservatism // [ gaullism ] // euroscepticism // [ sovereigntism ] // right-wing populism
tags used: 6"
FRA,4364,DL,Démocratie Libérale,Liberal Democracy,0.5,1998,2002,3.9,2002,"tags position: centre-right
tags ideology: conservative liberalism // classical liberalism
tags used: 3"
FRA,5746,D[M],Doctrinaires,Doctrinals [Moderate Monarchists],0.15,1815,1831,52.7,1816,"tags position: centre // centre-left
tags ideology: classical liberalism // conservative liberalism
tags used: 4"
FRA,5650,EELV,Europe Écologie — Les Verts,Europe Ecology — The Greens,-0.81,2010,2018,5.5,2012,"tags position: centre-left // left-wing
tags ideology: green politics // [ alter-globalization ] // [ federalisation of the european union ]
tags used: 3"
FRA,4626,FR,Fédération républicaine,Republican Federation,0.81,1903,1945,29.2,1906,"tags position: centre-right // right-wing
tags ideology: conservatism // liberal conservatism // [ laissez-faire ] // classical liberalism // national conservatism // republicanism
tags used: 7"
FRA,4363,FDG,Front de Gauche,Left Front,-1.4,2010,2018,6.9,2012,"tags position: left-wing // far-left
tags ideology: socialism // communism // [ anti-capitalism ] // democratic socialism // [ eco-socialism ] // [ hoxhaism ] // progressivism // euroscepticism
tags used: 7"
FRA,433,FN / RN,Front National / Rassemblement national,National Front / National Rally,2.13,1972,2018,14.9,1997,"tags position: far-right
tags ideology: [ french nationalism ] // national conservatism // [ economic nationalism ] // [ sovereigntism ] // [ protectionism ] // [ the independent ] // [ france 24 ] // right-wing populism // [ opposition to immigration ] // euroscepticism
tags used: 4"
FRA,1273,GE,Generation écologie,Ecology Generation,-0.3,1993,1997,2.7,1997,"tags position: centre
tags ideology: green politics // [ not found. ] // [ ecofeminism ]
tags used: 2"
FRA,7342,Gs,"Génération.s, le mouvement","Generation.s, the movement",-1.01,2017,2018,3.3,2019,"tags position: centre-left // left-wing
tags ideology: democratic socialism // [ eco-socialism ] // [ federalisation of the european union ]
tags used: 3"
FRA,5858,FI,La France Insoumise,Unbowed France,-1.3,2017,2018,11,2017,"tags position: left-wing // far-left
tags ideology: democratic socialism // [ eco-socialism ] // left-wing populism // [ l'express ] // [ sovereigntism ] // euroscepticism
tags used: 5"
FRA,5857,LaREM,La République En Marche!,The Republic Onwards!,0.08,2016,2018,28.2,2017,"tags position: centre
tags ideology: liberalism // pro-europeanism
tags used: 3"
FRA,8168,LR,Les Républicains,The Republicans,0.55,2015,2018,22.2,2017,"tags position: centre-right
tags ideology: liberal conservatism // christian democracy // [ gaullism ]
tags used: 3"
FRA,1108,V,Les Verts,Greens,-0.81,1979,2010,7.6,1993,"tags position: centre-left // left-wing
tags ideology: green politics // [ alter-globalization ]
tags used: 3"
FRA,1506,LCR,Ligue communiste révolutionnaire,Revolutionary Communist League,-1.53,1974,2009,1.3,2002,"tags position: left-wing // far-left
tags ideology: [ trotskyism ]
tags used: 2"
FRA,5514,UNR,L'Union pour la nouvelle République,Union for the New Republic,1.02,1958,1967,40.4,1959,"tags position: right-wing
tags ideology: [ french nationalism ] // [ gaullism ] // [ dirigisme ] // conservatism // republicanism
tags used: 3"
FRA,496,MoDem,Mouvement démocrate,Democratic Movement,0.03,2007,2018,7.6,2007,"tags position: centre // centre-right
tags ideology: liberalism // social liberalism // christian democracy // pro-europeanism
tags used: 6"
