country,name_short,name_english,year_first,year_last,share,share_year,party_id,partyfacts_id
SUR,DA91,Democratic Alternative,1991,2015,16.7,1991,3729,3729
SUR,DNP2000,Democratic National Platform 2000,2000,2005,10,2000,3730,3730
SUR,NDP,National Democratic Party,1987,2015,45.5,2015,3731,3731
MWI,MCP,Malawi Congress Party,1961,2019,100,1971,3732,3732
MWI,AFORD,Alliance for Democracy,1994,1999,18.9,1994,3733,3733
MWI,UDF,United Democratic Front,1994,2019,47.3,1999,3734,3734
MWI,NDA,National Democratic Alliance,2004,2004,8.1,2004,3735,3735
MWI,RP,Republican Party,2004,2004,7.3,2004,3737,3737
ITA,LP,Pannella List,1994,1994,3.5,1994,3742,3742
ITA,G,Sunflower,2001,2001,2.2,2001,3743,3743
KAZ,Ak Zhol,Democratic Party of Kazakhstan Bright Path,2004,2016,12,2004,3747,3747
KAZ,NO,Nur Otan,2004,2016,88.4,2007,3748,3748
KAZ,QKXP,Communist People’s Party of Kazakhstan,2012,2016,7.2,2012,3749,3749
NLD,AB/RSKP,General League / Roman-Catholic State Party,1901,1937,30,1918,3751,3751
NPL,RPP,National Democratic Party,1991,2017,17.9,1994,3753,3753
NPL,MJF,Madeshi People's Rights Forum Nepal,2008,2012,8.7,2008,3754,3754
NPL,CPN-UML,Communist Party of Nepal (Unified Marxist–Leninist),1991,2017,33.3,2017,3755,3755
NPL,NC,Nepali Congress,1959,2017,67.9,1959,3756,3756
NPL,UCPNM,Communist Party of Nepal (Maoist),2008,2017,36.6,2008,3759,3759
KHM,NRP,Norodom Ranariddh Party,2008,2008,5.6,2008,3761,3761
KHM,SRP,Sam Rainsy Party,1998,2008,21.9,2003,3762,3762
KHM,HuRiPa,Human Rights' Party,2008,2008,6.6,2008,3763,3763
KHM,FUNCINPEC,"National United Front for an Independent, Neutral, Peaceful, and Cooperative Cambodia",1993,2018,45.5,1993,3764,3764
KHM,KPK,Cambodian Peoples' Party / Kampuchean People's Revolutionary Party,1981,2018,100,1981,3765,3765
LSO,ABC,All Basotho Convention,2007,2017,40.5,2017,3766,3766
LSO,LPC,Lesotho People’s Congress,2002,2002,5.8,2002,3768,3768
LSO,LWP,Lesotho Workers Party,2007,2007,8.4,2007,3769,3769
CPV,PCD,Party for Democratic Convergence,1995,1995,6.7,1995,3770,3770
LSO,LeCofoDe,Lesotho Congress for Democracy,1998,2017,60.7,1998,3771,3771
CMR,UDC,Cameroon Democratic Union,1988,1997,100,1988,3773,3773
CMR,RDPC,Cameroon People’s Democratic Movement,2002,2013,85,2007,3774,3774
CMR,UNDP,National Union for Democracy and Progress,1992,1997,35.5,1992,3775,3775
BGD,JSD,National Socialist Party,1973,1973,6.7,1973,3777,3777
BGD,NAP-M,National Awami Party (Muzaffar),1973,1973,8.5,1973,3779,3779
BGD,NAP,National Awami Party (Bhashani),1973,1973,5.3,1973,3781,3781
BGD,BNP,Bangladesh Nationalist Party,1979,2008,73.9,1979,3782,3782
ARM,HePa,Heritage Party,2007,2012,6,2007,3783,3783
CPV,UCID,Independent and Democratic Union of Cape Verde,2016,2016,6.9,2016,3792,3792
CPV,MPD,Movement for Democracy,1991,2016,66.4,1991,3793,3793
CPV,PAICV,African Party for the Independence of Cape Verde,1975,2016,95.6,1975,3796,3796
MUS,MSM,Militiant Socialist Movement,1983,2019,61.3,2019,3798,3798
MUS,PMSD,Mauritian Social Democrat Party,1959,2014,43.5,1967,3800,3800
MOZ,MDM,Democratic Movement of Mozambique,2014,2019,8.5,2014,3813,3813
COL,Co,Coalition,1998,2002,10.3,1998,3815,3815
BRA,PSD,Social Democratic Party,1945,1962,42.7,1945,3816,3816
COL,PIN,National Integration Party,2010,2010,7.4,2010,3817,3817
GNQ,CPDS,Convergence for Social Democracy,1993,2013,10.3,1993,3821,3821
BTN,DPT,Bhutan Peace and Prosperity Party,2008,2013,67,2008,3822,3822
BTN,PDP,People’s Democratic Party,2008,2013,54.9,2013,3823,3823
GNQ,PDGE,Democratic Party of Equatorial Guinea,1988,2017,99.2,1988,3824,3824
GNQ,PL,Liberal Party,1993,1993,6.4,1993,3826,3826
GNQ,UDS,Social Democratic Union,1993,1993,7.4,1993,3827,3827
BEN,RB,Benin Rebirth Party,1995,2019,22.7,1999,3831,3831
BEN,RND,National Rally for Democracy,1991,1991,12.1,1991,3834,3834
BEN,NCC,Our Common Cause,1991,1995,10.1,1991,3836,3836
BEN,RDLPN,Liberal Democrats' Rally for National Reconstruction-Vivotene,1991,1991,5.6,1991,3839,3839
SYC,SPPF / PL / SPUP,Seychelles People's Progressive Front / People's Party / Seychelles People's United Party,1967,2016,100,1979,3847,3847
KEN,NKP,New Kenya Party,1961,1961,5.1,1961,3850,3850
KEN,APP,African People's Party,1963,1963,8.6,1963,3852,3852
KEN,URP,United Republican Party,2013,2013,25.9,2013,3856,3856
KEN,S,Safina,2007,2007,2.4,2007,3858,3858
KEN,DP,Democratic Party,1992,2007,18.6,1997,3860,3860
KEN,FORD-A,Forum for the Restoration of Democracy-Asili,1992,2007,16.5,1992,3862,3862
KEN,FORD-K,Forum for the Restoration of Democracy-Kenya,1992,2017,16.5,1992,3863,3863
KEN,TNA,The National Alliance,2013,2013,27.2,2013,3867,3867
GUY,AFC,Alliance for Change,2006,2015,10.3,2011,3882,3882
ECU,PAIS,PAIS Alliance,2007,2017,69.5,2007,4044,4044
SLE,APC,All People's Congress,1962,2018,100,1982,4045,4045
SLE,UNPP,United National People's Party,1996,1996,22,1996,4046,4046
SLE,SLPP,Sierra Leone People's Party,1951,2018,69.9,2002,4047,4047
BOL,FSB,Bolivian Socialist Falange,1956,1978,7.4,1956,4051,4051
GIN,RPG,Rally of the People of Guinea Rainbow,1995,2013,46.5,2013,4063,4063
LKA,TULF,Tamil United Liberation Front,1977,1977,6.8,1977,4066,4066
LKA,PLF,People's Liberation Front,2000,2010,9.4,2001,4067,4067
ITA,NFP,National Fascist Party,1929,1934,99.9,1934,4069,4069
NOR,SP,Coalition Party,1903,1903,4.3,1903,4074,4074
KEN,BPU,Baluhya Political Union,1961,1961,5.2,1961,4082,4082
KEN,KADU,Kenya African Democratic Union,1961,1963,25,1963,4083,4083
BEN,FARD,Action Front for Renewal and Development,1995,1999,6.2,1995,4089,4089
BEN,UDNS,Union for Democracy and National Solidarity,1991,2019,7.1,1991,4090,4090
CHL,FN,National Falange,1957,1957,9.4,1957,4096,4096
DZA,FNA,Algerian National Front,2017,2017,9.5,2017,4098,4098
IND,SAD(M),Shiromani Akali Dal (Simranjit Singh Mann),1951,1951,10.6,1951,4103,4103
SML,UDUB,"For Unity, Democracy, and Independence",2005,2005,39,2005,4108,4108
SML,PUDP,"Peace, Unity, and Development Party",2005,2005,34.1,2005,4109,4109
SML,UCID,For Justice and Development,2005,2005,26.9,2005,4110,4110
DZA,FLN,National Liberation Front,1962,2017,100,1977,4111,4111
DZA,RND,National Rally for Democracy,1997,2017,33.7,1997,4113,4113
DZA,FFS,Socialist Forces Front,1997,1997,5,1997,4114,4114
THA,PKS,Social Action Party,1975,1996,26.8,1983,4115,4115
NGA,AD,Alliance for Democracy,1999,2003,12.4,1999,4116,4116
SYC,SNP / UO,Seychelles National Party / United Opposition,1993,2007,43.8,2007,4117,4117
ZMB,ZDC,Zambia Democratic Congress,1996,1996,14.1,1996,4125,4125
ZMB,NP,National Party,1996,1996,7.2,1996,4126,4126
ZMB,ZANC,Northern Rhodesian African National Congress,1962,1968,30.5,1964,4128,4128
TGO,UNIR,Union for the Republic,2013,2018,64.8,2018,4129,4129
TGO,UFC,Union of Forces for Change,2007,2018,30.8,2007,4130,4130
TGO,RPT,Rally of the Togolese People,1963,2007,100,1963,4131,4131
TGO,CST,Save Togo Group,2013,2013,28.9,2013,4132,4132
TGO,CAR,Action Committee for Renewal,1994,2013,44.4,1994,4133,4133
SRB,DA,Democratic Alternative,2000,2000,2.4,2000,4135,4135
LBR,CDC,Congress for Democratic Change,2005,2017,23.4,2005,4136,4136
LBR,LPC,Liberty Party,2005,2017,14.1,2005,4139,4139
LBR,UP,Unity Party,1985,2017,17.8,2011,4140,4140
LBR,NPP,National Patriotic Party,1997,2017,75.3,1997,4142,4142
LBR,NDPL,National Democratic Party of Liberia,1985,2011,50.9,1985,4143,4143
GRC,KGP,George Papandreou Party,1950,1950,10.7,1950,4155,4155
GRC,ES,Greek Rally,1951,1952,49.2,1952,4156,4156
GRC,EDA,United Democratic Left,1951,1964,24.4,1958,4157,4157
GRC,EK,Centre Union,1961,1964,52.7,1964,4158,4158
LKA,JHU,National Heritage Party,2004,2004,6,2004,4160,4160
YEM,GPC,General People's Congress,1993,2003,62.1,1997,4162,4162
YEM,Islah,Yemeni Congregation for Reform,1993,2003,22.5,2003,4163,4163
YEM,YSP,Yemeni Socialist Party,1993,1993,18.6,1993,4164,4164
LSO,DC,Democratic Congress,2012,2017,39.6,2012,4166,4166
LSO,BCP,Basotho Congress Party / Basutoland Congress Party,1960,1998,75,1960,4167,4167
LSO,MT,Marema-Tlou/Marematlou Party,1960,1960,12.5,1960,4168,4168
LSO,NIP,National Independent Party,2002,2007,17.6,2007,4170,4170
LSO,BNP,Basotho National Party,1965,2015,100,1985,4171,4171
LSO,MFP,Marematlou Freedom Party,1965,1970,16.7,1965,4172,4172
ARG,UCD,Union of the Democratic Centre,1987,1991,9.5,1989,4182,4182
ARG,PI,Intransigent Party,1985,1987,6.1,1985,4183,4183
DOM,MIDA,Movement of Democratic Integration,1970,1970,20.4,1970,4186,4186
DOM,UCN,National Civic Union,1962,1962,30.1,1962,4188,4188
DOM,MNJ,National Youth Movement,1970,1974,12.1,1974,4189,4189
DOM,PDP,Popular Democratic Party,1974,1974,6.1,1974,4190,4190
DOM,PRI,Independent Revolutionary Party,1990,1990,7.3,1990,4194,4194
DOM,PQD,Democratic Quisqueyano Party,1970,1970,13.6,1970,4195,4195
ECU,FRA,Alfarista Radical Front,1984,1997,8,1984,4198,4198
ECU,PA,Advance Party,2013,2013,2.9,2013,4199,4199
ECU,PNR,Revolutionary Nationalist Party,1979,1979,7.4,1979,4200,4200
ARM,BHK,Prosperous Armenia Party,2007,2018,30.2,2012,4205,4205
SGP,SJP,Justice Party Singapore,2001,2006,,2001,4213,4213
PER,FP,Popular Force 2011,2011,2016,36.3,2016,4214,4214
PER,FIM,Independent Moralizing Front,1990,2001,11,2001,4215,4215
PER,UNO,Odriist National Union,1963,1963,24,1963,4217,4217
PER,APEP,Alliance for Progress,2011,2016,9.2,2016,4218,4218
PER,NM,Change 90,1990,2011,52.1,1995,4219,4219
PER,SP,We are Peru,2000,2011,7.2,2000,4223,4223
SLV,GANA,Grand Alliance for National Unity,2012,2018,11.5,2018,4224,4224
SLV,PAN,National Action Party,1956,1961,14.3,1961,4225,4225
SLV,CDU,United Democratic Center,2000,2003,6.4,2003,4226,4226
CRI,FD,Democratic Force,1994,1998,5.8,1998,4230,4230
GNB,RGB,Resistance of Guinea-Bissau-Bafatá Movement,1994,1999,26.7,1999,4235,4235
GNB,PRS,Social Renewal Party,1994,2019,36.2,1999,4236,4236
GNB,PAIGC,African Party for the Independence of Guinea and Cape Verde,1972,2019,100,1973,4237,4237
GNB,PUSD,United Social Democratic Party,2004,2004,16.1,2004,4238,4238
GUY,UFC,The United Force,1961,1968,16.4,1961,4242,4242
GUY,NLF,National Labour Front,1957,1957,11.5,1957,4243,4243
GUY,NDP,National Democratic Party,1953,1953,13.2,1953,4244,4244
GUY,UDP,United Democratic Party,1957,1957,8.2,1957,4245,4245
GUY,PPP,People's Progressive Party,1953,2015,55.3,1997,4246,4246
GUY,PNC,People's National Congress – Reform,1957,2011,78.5,1985,4247,4247
PHL,KBL,New Society Movement,1978,1987,71.1,1978,4248,4248
PHL,LDP,Fight of Democratic Filipinos,1992,2004,33.1,1992,4252,4252
SGP,BS,Socialist Front,1963,1963,33.2,1963,4253,4253
SGP,UPP,United People's Party,1963,1963,8.4,1963,4254,4254
SGP,SPP,Singapore People's Party,2001,2006,,2001,4255,4255
MKD,VMRO-NP,VMRO-People’s Party,2006,2006,6.1,2006,4258,4258
ECU,CREO,"Grow, Creating Opportunities Movement",2013,2017,20.1,2017,4269,4269
ECU,PLRE,Radical Liberal Party,1947,2002,27.9,1947,4270,4270
ECU,PUR,Republican Unity Party,1992,1994,17.9,1992,4271,4271
ECU,PD,Democrat Party,1984,1984,9.1,1984,4272,4272
GIN,UFDG,Union of Democratic Forces of Guinea,2013,2013,32.5,2013,4274,4274
GIN,UFR,Union of Republican Forces,2013,2013,8.8,2013,4275,4275
GIN,UPR,Union for Progress and Renewal,1995,2002,26.6,2002,4276,4276
TTO,UNC,United National Congress,1991,2015,46.6,2001,4281,4281
TTO,PNM,People’s National Movement,1956,2015,84.1,1971,4283,4283
TTO,NAR,National Alliance for Reconstruction,1981,1991,67.3,1986,4284,4284
TTO,COP,Congress of the People,2015,2015,6,2015,4285,4285
THA,ND,National Democrat,1983,1983,8.1,1983,4287,4287
THA,NDP,National Development Party,1992,2001,15.9,1992,4288,4288
THA,NAP,New Aspiration Party,1992,2001,29.1,1996,4289,4289
THA,PM,New Force Party,1975,1976,6.8,1976,4290,4290
THA,RA,People Party,1986,1988,7.4,1986,4292,4292
THA,TPP,Thai People Party,1988,1988,8,1988,4293,4293
THA,K,Progress Party,1986,1986,5.3,1986,4296,4296
THA,SA,Social Agrarian,1975,1975,7.5,1975,4298,4298
THA,SNP,Social Nationalist Party,1975,1975,7,1975,4301,4301
THA,TCP,Thai Citizens' Party / Prachakorn Thai Party,1979,1988,9,1983,4303,4303
THA,UTPP,United Thai People's Party,1969,1969,34.7,1969,4304,4304
THA,UTP,United Thai Party,1988,1988,10.1,1988,4305,4305
THA,SP,Seritham Party,1979,1979,5,1979,4307,4307
THA,UDP,United Democrat Party,1986,1986,10.1,1986,4308,4308
THA,CAP,Community Action Party,1986,1986,6,1986,4309,4309
THA,PDP,Palang Dharma Party / Force of Virtue,1988,1995,18,1992,4310,4310
THA,SJP,Social Justice Party,1957,1976,27.5,1957,4311,4311
GRC,NPG,National Party of Greece,1946,1946,6,1946,4312,4312
BFA,CDP,Congress for Democracy and Progress,1992,2015,68.6,1997,4313,4313
BFA,ADF-RDA,Alliance for Democracy and Federation–African Democratic Rally,2002,2012,12.6,2002,4314,4314
BFA,UPC,Union for Progress and Reform,2012,2015,20.5,2015,4315,4315
BFA,PDS/Metba,Party for Democracy and Socialism / Metba,2002,2002,7.5,2002,4317,4317
ETH,EPRDF,Ethiopian People's Revolutionary Democratic Front,1994,2015,91.4,2015,4322,4322
ETH,CUD | CDU,Coalition for Unity and Democracy,2005,2005,20,2005,4323,4323
ETH,UEDF,United Ethiopian Democratic Forces,2005,2005,9.5,2005,4324,4324
GTM,UCN,National Center Union,1984,2011,25.7,1990,4333,4333
GTM,MLN,National Liberation Movement Party,1955,1990,87.9,1955,4334,4334
GTM,PNR,National Renovator Party,1984,1984,8.7,1984,4335,4335
GTM,FDNG,Democratic Front New Guatemala,1995,1995,9.1,1995,4336,4336
GTM,LIDER,Renewed Democratic Liberty,2011,2015,19.1,2015,4337,4337
SWE,LP,Lantmanna Party,1902,1908,45.3,1902,4339,4339
KOR,DCD,Daedong Youth Corps / Taedang Youth Party,1948,1948,9.6,1948,4340,4340
KOR,DJP,Democratic Justice Party,1981,1988,35.6,1981,4341,4341
KOR,DKP,Democratic Korean Party,1981,1985,21.6,1981,4342,4342
KOR,SMP,Socialist Mass Party,1960,1960,6,1960,4343,4343
KOR,PPD,Party for Peace and Democracy,1988,1988,19.3,1988,4344,4344
ECU,PAPRE,Ecuadorian Revolutionary Popular Action Party,1994,1996,6,1994,4347,4347
ECU,CFP,Concentration of Popular Forces,1954,1992,30.9,1979,4348,4348
ECU,PCE,Ecuadorian Conservative Party,1947,1998,31.5,1947,4349,4349
KAZ,QKP,Communist Party of Kazakhstan,1990,1999,95,1990,4350,4350
POL,BMN,Bloc of National Minorities,1928,1935,13.4,1935,4352,4352
POL,PPS,Polish Socialist Party,1919,1930,13,1928,4354,4354
POL,ZLN,Popular National Union,1928,1930,12.7,1930,4355,4355
POL,PBK,Polish Catholic Block,1928,1928,6.8,1928,4356,4356
POL,SCh,Peasant Party,1928,1928,5.4,1928,4357,4357
POL,NPR,National Workers' Party,1930,1930,,1930,4358,4358
POL,PSL-W,"Polish People's Party """"Wyzwolenie""""",1919,1930,15.1,1919,4359,4359
POL,PSL Piast,"Polish People's Party """"Piast""""",1919,1930,15.8,1922,4360,4360
ARM,HHS,Pan-Armenian National Movement,1990,1995,32.6,1995,4365,4365
JPN,RS,Constitution of Friends Association,1902,1937,56.2,1920,4366,4366
JPN,RM,Constitutional Democratic Party,1928,1937,52.5,1930,4367,4367
SGP,UNF,United National Front,1972,1972,7.3,1972,4369,4369
SGP,PKMS,Singapore Malay National Organisation,2001,2006,,2001,4370,4370
TUR,CGP,Trust Party / Republican Reliance Party / National Reliance Party,1969,1973,6.6,1969,4371,4371
TUR,AP,Justice Party,1961,1977,52.9,1965,4373,4373
TUR,DP,Democratic Party (1970),1973,1973,11.9,1973,4376,4376
TUR,CMP,Republican Nation Party,1954,1957,7.1,1957,4377,4377
JPN,ST,Socialist Masses Party,1937,1937,9,1937,4382,4382
BOL,NFR,New Republic Force,2002,2002,20.9,2002,4386,4386
BOL,MIR,Revolutionary Left Movement - New Majority,1985,2002,21.8,1989,4387,4387
BOL,MNRI,Revolutionary Nationalist Movement of the Left,1985,1985,5.8,1985,4389,4389
BOL,RNMV,Revolutionary Nationalist Movement Vanguard,1985,1985,5.1,1985,4390,4390
BOL,ADN,Nationalist Democratic Action,1979,1997,32.8,1985,4393,4393
BOL,PRA,Authentic Revolutionary Party,1960,1978,67.2,1966,4394,4394
BOL,UCS,Civic Solidarity Union,1993,1997,15.9,1997,4395,4395
BOL,CONDEPA,Conscience of Fatherland,1989,1997,15.9,1997,4396,4396
BOL,MBL,Free Bolivia Movement,1993,1993,5.1,1993,4398,4398
BOL,UDP,Democratic and Popular Union,1978,1980,38.7,1980,4400,4400
BOL,PS,Socialist Party,1980,1980,8.7,1980,4401,4401
BRA,PPR,Reform Progressive Party,1994,1994,9.4,1994,4402,4402
BRA,PDC,Christian Democratic Party,1990,1990,3,1990,4403,4403
BRA,PRONA,Party of the Reconstruction of the National Order,1990,1990,8.3,1990,4404,4404
BRA,PR / PL,Party of the Republic / Liberal Party,2010,2018,7.6,2010,4405,4405
BRA,UDN,National Democratic Union,1945,1962,32.5,1947,4407,4407
BRA,PR,Republican Party,1958,1958,5.1,1958,4408,4408
BRA,PSP,Social Progressive Party,1947,1954,14.8,1947,4409,4409
CRI,PNI/PPN,National Independent Party // National Patriotic Party,1974,1974,10,1974,4411,4411
CRI,PAS,Socialist Action Party,1970,1970,5.5,1970,4413,4413
CRI,PRD,Democratic Renovation Party,1974,1974,7.7,1974,4414,4414
CRI,PD,Democratic Party,1919,1953,41.6,1946,4417,4417
CRI,PIN,National Integration Party,2018,2018,7.7,2018,4418,4418
CRI,UCR,Revolutionary Civic Union,1966,1966,5.5,1966,4419,4419
CRI,PUN,National Unification Party,1966,1974,43.2,1966,4422,4422
GTM,PLP,Progressive Liberator Party,1999,1999,4.1,1999,4423,4423
GTM,CREO,"Renovation and Order Compromise/Commitment, Renewal and Order",2011,2019,8.7,2011,4424,4424
GTM,PR,Revolutionary Party,1958,1985,51.9,1966,4425,4425
GTM,CASA,Social Action Center,2007,2007,4.9,2007,4426,4426
CRI,PRN,National Republican Party,1902,1962,84.5,1940,4436,4436
GTM,PID,Democratic Institutional Party,1966,1984,38.9,1966,4437,4437
GRC,KTE,Free Opinion Party/Freethinkers' Party,1926,1935,15.8,1926,4438,4438
GRC,EPEK,National Progressive Centre Union,1950,1958,23.5,1951,4439,4439
GRC,ERK,National Radical Party,1935,1936,,1935,4440,4440
GRC,ERE,National Radical Union,1956,1964,50.8,1961,4441,4441
GRC,AEK,Farmer-Labour Party / Agricultural and Labour Party,1928,1932,6.7,1928,4442,4442
GRC,AK,Agrarian Party,1932,1932,6.2,1932,4443,4443
GRC,LK,People's Party,1920,1956,44.1,1946,4444,4444
LUX,PD,Party of the Right,1915,1937,52.8,1919,4445,4445
LUX,PDN,Democratic Progressives of the North,1931,1931,5.3,1931,4446,4446
KOR,SM,New Korea Democratic Party,1985,1985,29.3,1985,4448,4448
KOR,CRP,Civil Rights Party (1981),1963,1963,13.6,1963,4451,4451
GRC,DE,Republican Union / Democratic Union,1923,1926,30.2,1923,4452,4452
KOR,LDP,Liberal Democratic Party,1963,1963,8.1,1963,4454,4454
KOR,LP,Liberal Party,1954,1958,42.1,1958,4455,4455
KOR,DP,Democratic Party,1958,1960,41.7,1960,4458,4458
KOR,HGD,Korea National Party,1981,1985,13.3,1981,4460,4460
KOR,MT,Democratic Unification Party,1973,1978,10.2,1973,4463,4463
KOR,KDP,Korea Democratic Party,1948,1948,13.5,1948,4465,4465
KOR,DG,Korea National Party / Korea Nationalist Party,1950,1950,9.7,1950,4466,4466
KOR,GH,National Association,1950,1950,6.8,1950,4467,4467
KOR,NARRKI,National Association for the Rapid Realization of Korean Independence,1948,1948,26.1,1948,4468,4468
KOR,NDP,New Democratic Party,1967,1978,44.4,1971,4470,4470
KOR,NDRP,New Democratic Republican Party,1988,1988,15.6,1988,4471,4471
POL,FJN,Front of National Unity,1947,1980,99.8,1952,4473,4473
POL,UG,Ukrainian Group,1928,1938,9.2,1935,4474,4474
POL,JG,Jewish Group / Jewish National Council,1919,1930,10.8,1919,4475,4475
JPN,Ksh,Orthodox Constitutional Government Party / Constitutional National Party / Reformist Club,1924,1924,6.1,1924,4479,4479
JPN,RD,Constitutional Association of Allies / Constitutional Like-Minded Thinker's Association,1915,1920,36.9,1915,4480,4480
JPN,Chk,Impartiality Society,1915,1915,7.2,1915,4481,4481
JPN,ChC,Central Club,1912,1912,8.5,1912,4482,4482
JPN,YK,Yuko Club,1908,1908,7.4,1908,4483,4483
JPN,DC,Daido Club,1908,1908,6.9,1908,4484,4484
URY,PCU,Communist Party of Uruguay,1966,1966,5.7,1966,4492,4492
IDN,Gerindra,Great Indonesia Movement Party,2009,2019,12.6,2019,4495,4495
IDN,Nasdem,Nasdem Party,2014,2019,9.1,2019,4496,4496
IDN,Hanura,People's Conscience Party,2014,2014,5.3,2014,4497,4497
IDN,PDI,The Indonesian Democratic Party,1977,1992,14.9,1992,4498,4498
IDN,PNI,Indonesian National Party,1955,1971,22.3,1955,4500,4500
IDN,Parmusi,Muslim Party of Indonesia,1971,1971,5.4,1971,4501,4501
IDN,PKI,Communist Party of Indonesia,1955,1955,16.3,1955,4503,4503
URY,UCU,Civic Union (1912),1946,1954,5.2,1946,4507,4507
KOR,RDP,Party for Unification and Democracy / Reunification Democratic Party,1988,1988,23.8,1988,4509,4509
KOR,MG,Democratic Nationalist Party,1950,1954,9.8,1950,4510,4510
KOR,DRP,Democratic Republican Party,1963,1978,50.6,1967,4511,4511
HKG,CP,Civic Party,2008,2016,14.1,2012,4518,4518
HKG,DP,Democratic Party,1995,2016,42.9,1998,4519,4519
HKG,PP,People Power,2016,2016,,2016,4520,4520
HKG,Lab,Labour Party,2012,2012,6.2,2012,4521,4521
HKG,LSD,League of Social Democrats,2008,2016,7.2,2008,4522,4522
UGA,NRM,National Resistance Movement,1989,2016,100,1994,4523,4523
UGA,UPC,Uganda People's Congress,1961,2016,49.2,1961,4524,4524
UGA,DP,Democratic Party,1958,2016,47.1,1980,4525,4525
KGZ,SDPK,Social Democratic Party Kyrgystan,1995,2015,27.6,2015,4526,4526
KGZ,AM,Socialist Party 'Fatherland',2000,2015,10,2010,4527,4527
KGZ,R,Respublika,2010,2010,12.6,2010,4528,4528
KGZ,AZ,Ata Zhurt / Fatherland,2010,2010,15.4,2010,4529,4529
TUN,NT,Nidaa Tounes,2014,2014,37.6,2014,4530,4530
TUN,E,Ennahda Movement,2019,2019,19.6,2019,4531,4531
