"","ctr_n","pty","abbr","name","name_english","information","ctr","pty_n","yr_first","yr_last","pv1_share_max","pv1_share_max_yr","n_election","ctr_pty","country"
"769","Germany",32,,"Freisinnige Vereinigung","Free-Thinkers' Union",,276,"freisinnige vereinigung",1893,1907,3.4,1893,4,276000032,"DEU"
"770","Germany",33,,"Freisinnige Volkspartei","Free-Thinkers' People's Party",,276,"freisinnige volkspartei",1893,1907,8.7,1893,4,276000033,"DEU"
"771","Germany",36,,"Gesamtdeutscher Block-Bund der Heimatvertriebenen und Entrechteten","All-German Bloc-League of the Refugees and Discriminated",,276,"gesamtdeutscher block-bund der heimatvertriebenen und entrechteten",1953,1957,5.9,1953,2,276000036,"DEU"
"772","Germany",37,,"Kampffront Schwarz Weiss Rot","Combat Front Black White Red",,276,"kampffront schwarz weiss rot",1933,1933,7.7,1933,1,276000037,"DEU"
"773","Germany",38,,"Kommunistische Partei Deutschlands","German Communist Party (KPD)",,276,"deutsche kommunistische partei (dkp)",1920,2009,15.9,1932,12,276000038,"DEU"
"774","Germany",40,,"Liberale Reichspartei","Liberal Empire Party",,276,"liberale reichspartei",1871,1874,7,1871,2,276000040,"DEU"
"775","Germany",41,,"Liberale Vereinigung","Liberal Union",,276,"liberale vereinigung",1881,1881,8.1,1881,1,276000041,"DEU"
"776","Germany",42,,"Nationaldemokratische Partei Deutschlands","National Democratic Party of German",,276,"nationaldemokratische partei deutschlands",1965,2013,4,1969,6,276000042,"DEU"
"777","Germany",43,,"Nationalliberale","National Liberals",,276,"nationalliberale",1871,1912,30.1,1871,13,276000043,"DEU"
"778","Germany",44,,"National-Sozialistische Deutsche Arbeiter Partei","National-Socialist German Workers' Party (Nazis)",,276,"national-sozialistische deutsche arbeiter partei",1928,1933,42.6,1933,5,276000044,"DEU"
"779","Germany",45,,"Nationalsozialistische Freiheitsbewegung","National-Socialist Freedom Movement",,276,"nationalsozialistische freiheitsbewegung",1924,1924,3,1924,1,276000045,"DEU"
"780","Germany",46,,"Partei des demokratischen Sozialismus","Party of Democratic Socialism",,276,"partei des demokratischen sozialismus (pds)",1990,2002,5,1998,4,276000046,"DEU"
"781","Germany",47,,"Partikularisten","Particularists of Alsace-Lorraine",,276,"partikularisten",1871,1878,2.7,1874,4,276000047,"DEU"
"782","Germany",48,,"Polen","Poles",,276,"polen",1871,1912,4.5,1871,13,276000048,"DEU"
"783","Germany",50,,"Reichspartei des deutschen Mittelstandes","State Party for the German Middle Class (Business Party)",,276,"reichspartei des deutschen mittelstandes",1930,1930,3.9,1930,1,276000050,"DEU"
"784","Germany",51,,"Sozialdemokratische Partei Deutschlands","German Social Democratic Party",,276,"sozialdemokratische partei deutschlands",1871,2013,47.4,1972,40,276000051,"DEU"
"785","Germany",52,,"Süddeutsche Volkspartei","Southern German People's Party",,276,"süddeutsche volkspartei",1893,1893,2.2,1893,1,276000052,"DEU"
"786","Germany",54,,"Unabhängige Sozialdemokratische Partei Deutschlands","German Independent Social Democratic Party",,276,"unabhängige sozialdemokratische partei deutschlands",1919,1920,17.9,1920,2,276000054,"DEU"
"787","Germany",56,,"Wirtschaftliche Aufbauvereinigung","Economic Reconstruction League",,276,"wirtschaftliche aufbauvereinigung",1949,1949,2.9,1949,1,276000056,"DEU"
"788","Germany",57,,"Wirtschaftspartei des deutschen Mittelstand","Business Party of the German Middle Class",,276,"wirtschaftspartei des deutschen mittelstand",1924,1928,4.5,1928,2,276000057,"DEU"
"789","Germany",58,,"Wirtschaftsvereinigung","Economic Union",,276,"wirtschaftsvereinigung",1912,1912,2.5,1912,1,276000058,"DEU"
"790","Germany",59,,"Zentrum","Catholic Centre",,276,"deutsche zentrumspartei",1871,2009,30.2,1874,22,276000059,"DEU"
"791","Germany",73,,"Die Linkspartei.Partei des Demokratischen Sozialismus","The Left Party.PDS",,276,"die linkspartei.partei des demokratischen sozialismus",2005,2009,11.5,2009,2,276000073,"DEU"
"792","Germany",91,,"Piratenpartei Deutschland","Pirate Party of Germany",,276,"piratenpartei deutschland",2009,2013,2.2,2013,2,276000091,"DEU"
"793","Germany",98,,"Christlich-Soziale Union in Bayern","Christian Social Union in Bavaria",,276,"CSU",2013,2013,8.1,2013,1,276000098,"DEU"
"794","Germany",99,,"Die Linke","The Left",,276,"DIE LINKE",2013,2013,8.2,2013,1,276000099,"DEU"
"795","Ghana",1,"CPP","Convention People's Party",,,288,"convention people's party",2000,2016,4.3,2000,5,288000001,"GHA"
"796","Ghana",5,"NDC","National Democratic Congress",,,288,"national democratic congress",2000,2016,46.1,2012,5,288000005,"GHA"
"797","Ghana",6,"NRP","National Reform Party",,,288,"national reform party",2000,2004,2.2,2000,2,288000006,"GHA"
"798","Ghana",7,"NPP","New Patriotic Party",,,288,"Progressive People's Party",2000,2016,52.5,2016,5,288000007,"GHA"
"799","Ghana",9,"PNC","People's National Convention",,,288,"people's national convention",2000,2016,47.2,2008,5,288000009,"GHA"
"800","Gibraltar",1,"GNP","Gibraltar National Party",,,292,"gibraltar national party",1996,1996,4.7,1996,1,292000001,"GIB"
"801","Gibraltar",2,"GSD","Gibraltar Social Democrats",,,292,"gibraltar social democrats",1996,2011,58.9,2000,5,292000002,"GIB"
"802","Gibraltar",3,"GSLP","Gibraltar Socialist Labour Party",,,292,"gibraltar socialist labour party/liberal",1996,2007,46.8,2007,3,292000003,"GIB"
"803","Gibraltar",4,"GLP","Gibraltar Labor Party (Labour)",,,292,"labour",2003,2003,8.4,2003,1,292000004,"GIB"
"804","Gibraltar",7,"PDP","Progressive Democratic Party",,,292,"progressive democratic party",2007,2011,4.4,2011,2,292000007,"GIB"
"805","Greece",1,,"Agrotikon Komma","Agrarian Party",,300,"agrotikon komma",1926,1936,6.2,1932,4,300000001,"GRC"
"806","Greece",2,,"Agrotikon-Ergatikon Komma","Farmer-Labour Party",,300,"agrotikon-ergatikon komma",1928,1932,6.7,1928,2,300000002,"GRC"
"807","Greece",4,,"Dimokratiki Enosis","Republican Union",,300,"dimokratiki enosis",1926,1926,6.5,1926,1,300000004,"GRC"
"808","Greece",5,,"Dimokratiki Parataksis","Democratic Front",,300,"dimokratiki parataksis",1951,1951,10.6,1951,1,300000005,"GRC"
"809","Greece",6,,"Dimokratiko Kinoniko Kinima","Democratic Social Movement",,300,"dimokratiko kinoniko kinima",1996,2004,4.4,1996,3,300000006,"GRC"
"810","Greece",7,,"Ellenikos Synagermos","Greek Rally",,300,"ellenikos synagermos",1951,1952,49.2,1952,2,300000007,"GRC"
"811","Greece",8,,"Enieon Metopon","United Front (Greek Communist Party)",,300,"enieon metopon",1926,1932,5,1932,3,300000008,"GRC"
"812","Greece",9,,"Eniaia Dimokratiki Aristera","United Democratic Left",,300,"eniaia dimokratiki aristera",1952,1958,24.4,1958,2,300000009,"GRC"
"813","Greece",10,,"Enosi Kentrou","Centre Union",,300,"enosi kentrou",1963,1964,52.7,1964,2,300000010,"GRC"
"814","Greece",11,,"Enosi Kentrou-Nees Dinamis","Centre Union-New Forces",,300,"enosi kentrou-nees dinamis",1974,1974,20.4,1974,1,300000011,"GRC"
"815","Greece",12,,"Enosis Dimokratikou Kentrou","Union of the Democratic Centre",,300,"enosis dimokratikou kentrou",1977,1981,11.9,1977,2,300000012,"GRC"
"816","Greece",14,,"Ethniki Parataxi","National Alignment",,300,"ethniki parataxi",1977,1977,6.8,1977,1,300000014,"GRC"
"817","Greece",16,,"Ethniki Proodeftiki Enosis Kentrou","National Progressive Centre Union",,300,"ethniki proodeftiki enosis kentrou",1951,1951,23.5,1951,1,300000016,"GRC"
"818","Greece",17,,"Ethniki Rizospastiki Enosis","National Radical Union",,300,"ethniki rizospastiki enosis",1956,1963,50.8,1961,4,300000017,"GRC"
"819","Greece",18,,"Ethnikon Dimokratikon Komma","National Republican Party",,300,"ethnikon dimokratikon komma",1928,1928,2.7,1928,1,300000018,"GRC"
"820","Greece",20,,"Ethnikon komma ellados","National Party of Greece",,300,"ethnikon komma ellados",1946,1946,6,1946,1,300000020,"GRC"
"821","Greece",22,,"Ethnikon Rizospastikon Komma","National Radical Party",,300,"ethnikon rizospastikon komma",1932,1932,4.1,1932,1,300000022,"GRC"
"822","Greece",24,,"Komma ethnikofronon","Nationalist Party",,300,"komma ethnikofronon",1946,1946,2.9,1946,1,300000024,"GRC"
"823","Greece",25,,"Komma Fileleftheron","Liberal Party",,300,"komma fileleftheron",1926,2012,47,1928,13,300000025,"GRC"
"824","Greece",26,,"Komma Georgiou Papandreou","George Papandreou Party",,300,"komma georgiou papandreou",1951,1951,2.1,1951,1,300000026,"GRC"
"825","Greece",28,,"Komma Proodeftikon","Progressive Party",,300,"komma proodeftikon",1963,1981,3.7,1963,2,300000028,"GRC"
"826","Greece",29,,"Komma Ton Eleftherofronon","Free Opinion Party",,300,"komma ton eleftherofronon",1926,1936,15.8,1926,4,300000029,"GRC"
"827","Greece",30,,"Kommounistiko Komma Elladas","Communist Party of Greece",,300,"KKE - Kommounistiko Komma Elladas",1977,2015,10.9,1981,13,300000030,"GRC"
"828","Greece",32,,"Laikon Komma","People's Party",,300,"laikon komma",1926,1952,33.8,1932,6,300000032,"GRC"
"829","Greece",33,,"Nea Demokratia","New Democracy",,300,"nea demokratia",1974,2015,54.4,1974,17,300000033,"GRC"
"830","Greece",35,,"Pallaikon Metopon","People's Front",,300,"pallaikon metopon",1936,1936,5.8,1936,1,300000035,"GRC"
"831","Greece",36,,"Pandimokratikon Agrotikon Metopon Ellados","Pan-Democratic Agrarian Front of Greece",,300,"pandimokratikon agrotikon metopon ellados",1961,1964,14.6,1961,3,300000036,"GRC"
"832","Greece",37,,"Panellenio Sosialistiko Kinima (PASOK)","Pan-Hellenic Socialist Movement",,300,"panellenio sosialistiko kinima (pasok)",1974,2015,48.1,1981,16,300000037,"GRC"
"833","Greece",38,,"Politiki Anixi","Political Spring",,300,"politiki anixi",1993,1996,4.9,1993,2,300000038,"GRC"
"834","Greece",40,,"Proodeftikon Komma","Progressive Party",,300,"proodeftikon komma",1928,1956,8.4,1932,3,300000040,"GRC"
"835","Greece",41,,"Simmachia Proodeftikon Kai Aristeron Dinameon","Coalition of Progressive and Left-Wing Forces",,300,"simmachia proodeftikon kai aristeron dinameon",1977,1977,2.7,1977,1,300000041,"GRC"
"836","Greece",44,,"Synaspismos tis Aristeras Kai tis Proodou","Progressive Left Coalition",,300,"synaspismos tis aristeras kai tis proodou",1993,2004,5.1,1996,4,300000044,"GRC"
"837","Greece",62,,"Laïkós Orthódoxos Synagermós","Popular Orthodox Rally",,300,"Laikos Orthodoxos Synagermos (LaOS)",2004,2015,5.6,2009,6,300000062,"GRC"
"838","Greece",65,,"Enosi Kentroon","Union of Centrists",,300,"Union of Centrists",2000,2015,3.4,2015,8,300000065,"GRC"
"839","Greece",67,,"Anexartitoi Ellines","Independent Greeks -National Patriotic Alliance (ANEL)",,300,"Anexartitoi Ellines - Ethniki Patriotiki Symmachia",2012,2015,10.6,2012,3,300000067,"GRC"
"840","Greece",70,,"Dimiourgia, Xana!","Recreate Greece",,300,"Dimiourgia, Xana! (Dimiourgia Xana!-Drasi-Fileleytheri Symmachia)",2012,2015,2.1,2012,3,300000070,"GRC"
"841","Greece",72,,"Dimokratiki Aristera","Democratic Left",,300,"Dimokratiki Aristera",2012,2012,6.3,2012,2,300000072,"GRC"
"842","Greece",74,,"Dimokratiki Symmachia Ntora Mpakogianni","Democratic Alliance",,300,"Dimokratiki Symmachia Ntora Mpakogianni",2012,2012,2.6,2012,1,300000074,"GRC"
"843","Greece",88,,"Kinima Dimokraton Sosialiston","Movement of Democratic Socialists (KIDISO)",,300,"Kinima Dimokraton Sosialiston",2015,2015,2.5,2015,1,300000088,"GRC"
"844","Greece",93,,"Laiki Enotita","Popular Unity",,300,"Laiki Enotita",2015,2015,2.9,2015,1,300000093,"GRC"
"845","Greece",94,,"Laikos Syndesmos - Chrysi Aygi","Popular Association - Golden Dawn",,300,"Laikos Syndesmos - Chrysi Aygi",2009,2015,7,2012,5,300000094,"GRC"
"846","Greece",95,,"Oikologoi Prasinoi","Ecologist Greens (OP)",,300,"Oikologoi Prasinoi",2007,2012,2.9,2012,4,300000095,"GRC"
"847","Greece",102,,"Syriza Enotiko Koinoniko Metopo","Coalition of the Radical Left - United Social Front (SyRiZa)",,300,"Synaspismos Rizospastikis Aristeras-Syriza",2012,2015,36.3,2015,3,300000102,"GRC"
"848","Greece",105,,"To Potami","The River",,300,"To Potami",2015,2015,6,2015,2,300000105,"GRC"
"849","Greenland",1,,"Atassut","Solidarity",,304,"atassut",2002,2014,18.2,2005,5,304000001,"GRL"
"850","Greenland",2,,"Demokraatit","Democrats",,304,"demokraatit",2002,2014,20.8,2005,5,304000002,"GRL"
"851","Greenland",3,,"Inuit Ataqatigiit",,,304,"inuit ataqatigiit",2002,2014,52,2009,5,304000003,"GRL"
"852","Greenland",4,,"Kattusseqatigiit Partiiat","Association of Candidates",,304,"kattusseqatigiit partiiat",2002,2013,2.2,2009,4,304000004,"GRL"
"853","Greenland",5,,"Siumut","Forward",,304,"siumut",2002,2014,53.3,2013,5,304000005,"GRL"
"854","Greenland",7,,"Partii Inuit","Inuit Party",,304,"partii inuit",2013,2014,2.6,2013,2,304000007,"GRL"
"855","Greenland",8,,"Partii Naleraq",,,304,"partii naleraq",2014,2014,9.3,2014,1,304000008,"GRL"
"856","Grenada",4,,"Grenada United Labour Party",,,308,"grenada united labour party",1954,2003,58.9,1972,12,308000004,"GRD"
"857","Grenada",5,,"Maurice Bishop Patriotic Movement",,,308,"maurice bishop patriotic movement",1984,1999,5,1984,4,308000005,"GRD"
"858","Grenada",6,,"National Democratic Congress",,,308,"national democratic congress",1990,2013,51.2,2008,6,308000006,"GRD"
"859","Grenada",7,,"New National Party",,,308,"new national party",1984,2013,62.2,1999,7,308000007,"GRD"
"860","Grenada",8,,"National Party",,,308,"national party",1990,1995,17.5,1990,2,308000008,"GRD"
"861","Grenada",10,,"Action Council",,,308,"Action Council",1951,1951,25.1,1951,1,308000010,"GRD"
"862","Grenada",12,,"Grenada Mental and Manual Workers Union",,,308,"Grenada Mental and Manual Workers Union",1951,1951,68.8,1951,1,308000012,"GRD"
"863","Grenada",13,,"Grenada National Party",,,308,"Grenada National Party",1957,1972,53.7,1962,5,308000013,"GRD"
"864","Grenada",18,,"People’s Democratic Movement",,,308,"Peoples Democratic Movement",1957,1957,21.6,1957,1,308000018,"GRD"
"865","Grenada",19,,"People’s Labour Movement",,,308,"Peoples Labour Movement",2003,2003,2,2003,1,308000019,"GRD"
"866","Grenada",20,,"People’s Progressive Movement",,,308,"Peoples Progressive Movement",1961,1961,15.5,1961,1,308000020,"GRD"
"867","Guatemala",2,,"Partido Unificación Anticomunista","Anticommunist Unification Party",,320,"Anticommunist Unification Party",1999,1999,2.3,1999,1,320000002,"GTM"
"868","Guatemala",3,,"Desarollo Integral Auténtico","Authentic Integral Development",,320,"Authentic Integral Development",1995,2007,3.8,1995,4,320000003,"GTM"
"869","Guatemala",5,,"Frente Cívico Democrático","Civic Democratic Front",,320,"Civic Democratic Front",1984,1984,2.8,1984,1,320000005,"GTM"
"870","Guatemala",6,,"Movimiento Emergente de Concordia","Concord Emergence Movement",,320,"Concord Emergence Movement",1984,1984,4.4,1984,1,320000006,"GTM"
"871","Guatemala",7,,"Alianza Democrática","Democratic Alliance",,320,"Democratic Alliance",1984,1984,3.7,1984,1,320000007,"GTM"
"872","Guatemala",8,,"Libertad Democrática Renovada","Democratic Freedom Revival",,320,"Libertad DemocrÃ¡tica Renovada",2011,2015,19.3,2015,2,320000008,"GTM"
"873","Guatemala",9,,"Partido Institucional Democrático","Democratic Institutional Party",,320,"Democratic Institutional Party",1999,1999,4.7,1999,1,320000009,"GTM"
"874","Guatemala",12,,"Acción Reconciliadora Democrática","Democratic Reconciliatory Action",,320,"Democratic Reconciliatory Action",1999,1999,3.3,1999,1,320000012,"GTM"
"875","Guatemala",13,,"Union Democrática","Democratic Union",,320,"Democratic Union",1995,2007,5.2,1995,3,320000013,"GTM"
"876","Guatemala",14,,"Encuentro Por Guatemala","Encounter for Guatemala",,320,"Encounter for Guatemala",2007,2015,5.4,2015,2,320000014,"GTM"
"877","Guatemala",15,,"Gran Alianza Nacional","Grand National Alliance",,320,"Grand National Alliance",2007,2011,17.2,2007,2,320000015,"GTM"
"878","Guatemala",16,,"Democracía Cristiana Guatemalteca","Guatemalan Christian Democracy",,320,"Guatemalan Christian Democracy",1984,2007,17.9,1984,5,320000016,"GTM"
"879","Guatemala",19,,"Unidad Revolucionária Nacional Guatemalteca","Guatemalan National Revolutionary Unit",,320,"Guatemalan National Revolutionary Unit",2003,2011,4.5,2003,2,320000019,"GTM"
"880","Guatemala",20,,"Partido Reformador Guatemalteco","Guatemalan Reformer Party",,320,"Guatemalan Reformer Party",1995,1995,2.3,1995,1,320000020,"GTM"
"881","Guatemala",21,,"Frente Repúblicano Guatemalteco","Guatemalan Republican Front",,320,"Guatemalan Republican Front",1995,2011,37.6,1999,5,320000021,"GTM"
"882","Guatemala",25,,"Partido de Avanzada Nacional","National Advancement Party",,320,"Partido de Avanzada Nacional",1995,2015,26.4,1995,6,320000025,"GTM"
"883","Guatemala",26,,"Union del Centro Nacional","National Center Union",,320,"National Center Union",1984,2011,27.9,1984,5,320000026,"GTM"
"884","Guatemala",27,,"Frente de Convergencia Nacional","National Convergence Front",,320,"Frente de Convergencia Nacional",2011,2015,8,2015,2,320000027,"GTM"
"885","Guatemala",30,,"Movimiento de Liberación Nacional","National Liberation Movement Party",,320,"National Liberation Movement Party",1995,1999,4.1,1995,2,320000030,"GTM"
"886","Guatemala",33,,"Partido Nacional Renovador","National Renovator Party",,320,"National Renovator Party",1984,1984,12.6,1984,1,320000033,"GTM"
"887","Guatemala",38,,"Unidad Nacional de la Esperanza","National Unity of Hope",,320,"Unidad Nacional de la Esperanza",2003,2015,22.2,2007,4,320000038,"GTM"
"888","Guatemala",40,,"Frente Democrático Nueva Guatemala","New Guatemala Democratic Front Democratic Votes",,320,"New Guatemala Democratic Front Democratic Votes",1995,1999,7.3,1995,2,320000040,"GTM"
"889","Guatemala",43,,"Winaq","People",,320,"Unidad Nacional de la Esperanza",2011,2015,10.6,2015,2,320000043,"GTM"
"890","Guatemala",46,,"Partido Populista","Populist Party",,320,"Populist Party",1984,2011,27.1,2011,5,320000046,"GTM"
"891","Guatemala",47,,"Partido Liberador Progresista","Progressive Liberator Party",,320,"Progressive Liberator Party",1995,2003,3.9,1999,3,320000047,"GTM"
"892","Guatemala",49,,"Compromiso Renovación y Orden","Renovation and Order Compromise",,320,"Renovation and Order Compromise",2011,2015,7.9,2011,2,320000049,"GTM"
"893","Guatemala",50,,"Partido Revolucionario","Revolutionary Party",,320,"Revolutionary Party",1984,1984,17.9,1984,1,320000050,"GTM"
