"country_short","cnty","party_name","year_first","year_last","share_year","vote_share","seats","TotalSeats","party_id"
"ESP","Spain","Identity of the Kingdom of Valencia","2004",2008,"2008",0,0,350,"ESPP235"
"ESP","Spain","Independent Association of the Right","1979",1979,"1979",0.1,0,350,"ESPP236"
"ESP","Spain","Independent Associations of the Canary Islands","1986",1989,"1989",0.3,1,350,"ESPP237"
"ESP","Spain","Independent Basque Democrats","1977",1977,"1977",0.1,0,350,"ESPP238"
"ESP","Spain","Independent Candidacy of the Center","1977",1977,"1977",0.2,1,350,"ESPP239"
"ESP","Spain","Andalusian Socialist Movement","1977",1977,"1977",0,0,350,"ESPP24"
"ESP","Spain","Independent Candidacy of the Party of Castilla-Leon","1979",2004,"2004",0,0,350,"ESPP241"
"ESP","Spain","Independent Candidacy/Independent","1977",1979,"1977",0.2,0,350,"ESPP242"
"ESP","Spain","Independent Citizen Association","1982",1989,"1989",0,0,350,"ESPP244"
"ESP","Spain","Independent Citizen Association-Gray Panthers of Spain","1993",1993,"1993",0,0,350,"ESPP245"
"ESP","Spain","Independent Citizens Platform of Catalonia","1996",1996,"1996",0,0,350,"ESPP246"
"ESP","Spain","Independent Citizens Progressives of Canary Islands","2008",2008,"2008",0,0,350,"ESPP247"
"ESP","Spain","Independent Council of Asturias","1993",1993,"1993",0,0,350,"ESPP248"
"ESP","Spain","Independent Group of Ceuta Electoral Association","1986",1986,"1986",0,0,350,"ESPP249"
"ESP","Spain","Andalusian Socialist Party-Andalucian Party","1979",1982,"1979",1.8,5,350,"ESPP25"
"ESP","Spain","Independent Initiative","2000",2000,"2000",0,0,350,"ESPP250"
"ESP","Spain","Independent Liberal Group","1993",2000,"2000",0.3,0,350,"ESPP251"
"ESP","Spain","Independent Liberal Party","1977",1977,"1977",0,0,350,"ESPP252"
"ESP","Spain","Independent Party in Favor of Austerity Policies","1979",1979,"1979",0,0,350,"ESPP253"
"ESP","Spain","Independent Riojan Association","1977",1977,"1977",0,0,350,"ESPP254"
"ESP","Spain","Independent Social Association","2004",2004,"2004",0,0,350,"ESPP255"
"ESP","Spain","Independent Socialdemocratic Party of the Valencia Community","2004",2004,"2004",0,0,350,"ESPP256"
"ESP","Spain","Independent Socialists of Extremadura","1996",2000,"2000",0,0,350,"ESPP257"
"ESP","Spain","Independent Spanish Phalanx","1977",1996,"1996",0,0,350,"ESPP258"
"ESP","Spain","Independent Spanish Phalanx-Phalanx Unit","1979",1979,"1979",0,0,350,"ESPP259"
"ESP","Spain","Andalusist Party","1986",2004,"1989",1,2,350,"ESPP26"
"ESP","Spain","Independent Tolerant Referendata Political Party","1993",1993,"1993",0,0,350,"ESPP261"
"ESP","Spain","Independents and Emigrants of Galicia","1982",1982,"1982",0,0,350,"ESPP262"
"ESP","Spain","Independents for Cuenca","2008",2008,"2008",0,0,350,"ESPP263"
"ESP","Spain","Independents of Gran Canaria","1989",1989,"1989",0,0,350,"ESPP264"
"ESP","Spain","Independents of Madrid Party","1977",1977,"1977",0,0,350,"ESPP265"
"ESP","Spain","Initiative for Catalonia","1989",1993,"1993",1.2,3,350,"ESPP266"
"ESP","Spain","Initiative for Catalonia Greens","2000",2000,"2000",0.5,1,350,"ESPP267"
"ESP","Spain","Initiative for Catalonia Greens-United Left and Alternative","2004",2008,"2004",0.9,2,350,"ESPP268"
"ESP","Spain","Initiative for Catalonia-The Greens","1996",1996,"1996",1.2,2,350,"ESPP269"
"ESP","Spain","Andecha Astur","1993",2008,"2008",0,0,350,"ESPP27"
"ESP","Spain","Initiative for Ceuta","1993",1993,"1993",0,0,350,"ESPP270"
"ESP","Spain","Initiative for the Development of Soria","2004",2004,"2004",0,0,350,"ESPP271"
"ESP","Spain","Inter-Zamoran Party","1996",1996,"1996",0,0,350,"ESPP272"
"ESP","Spain","Internationalist Struggle","2000",2008,"2008",0,0,350,"ESPP273"
"ESP","Spain","Internationalist Struggle","2000",2000,"2000",0,0,350,"ESPP274"
"ESP","Spain","Iraultzailea Communist League","1982",1982,"1982",0,0,350,"ESPP275"
"ESP","Spain","Jose Antonio Circles Association","1977",1977,"1977",0,0,350,"ESPP276"
"ESP","Spain","July 18th National Alliance","1977",1977,"1977",0.4,0,350,"ESPP277"
"ESP","Spain","Labor Federation","1977",1977,"1977",0,0,350,"ESPP278"
"ESP","Spain","Labor Party of Spain","1979",1979,"1979",0.9,0,350,"ESPP279"
"ESP","Spain","Another Democracy is Possible","2004",2004,"2004",0,0,350,"ESPP28"
"ESP","Spain","League of Catalonia-Catalan Liberal Party","1977",1977,"1977",0.1,0,350,"ESPP280"
"ESP","Spain","Left Block of National Liberation","1979",1979,"1979",0.3,0,350,"ESPP281"
"ESP","Spain","Left Center of Albacete","1977",1977,"1977",0.1,0,350,"ESPP282"
"ESP","Spain","Leon Convergence Coalition","1986",1986,"1986",0,0,350,"ESPP283"
"ESP","Spain","Liberal Democratic Asturian Party","1982",1982,"1982",0,0,350,"ESPP284"
"ESP","Spain","Liberal Democratic Center","2008",2008,"2008",0,0,350,"ESPP285"
"ESP","Spain","Liberal Party of Employment and State Living","2008",2008,"2008",0,0,350,"ESPP286"
"ESP","Spain","Liberal Party of the Balearic Islands","1979",1979,"1979",0.1,0,350,"ESPP287"
"ESP","Spain","Localist Bloc of Melilla","2000",2000,"2000",0,0,350,"ESPP288"
"ESP","Spain","Maga Nationalist Alternative","2004",2004,"2004",0,0,350,"ESPP289"
"ESP","Spain","Nationalist Association for Melilla","2000",2000,"2000",0,0,350,"ESPP29"
"ESP","Spain","Majorca Union","1996",2004,"2004",0,0,350,"ESPP290"
"ESP","Spain","Majorca Union-Independents of Minorca","2000",2000,"2000",0,0,350,"ESPP291"
"ESP","Spain","Mallorcan Menorca and Ibizan-Formenteran Union","1993",1993,"1993",0,0,350,"ESPP292"
"ESP","Spain","Marxist-Leninist Communist Party of Spain","1982",1982,"1982",0.1,0,350,"ESPP293"
"ESP","Spain","Merindades Initiative of Castilla","2008",2008,"2008",0,0,350,"ESPP294"
"ESP","Spain","Moderate Party-Centrist of Navarra","1986",1986,"1986",0,0,350,"ESPP295"
"ESP","Spain","Montejurra-Federalism-Self-Government","1977",1977,"1977",0,0,350,"ESPP296"
"ESP","Spain","Motor and Sports Alternative","2008",2008,"2008",0,0,350,"ESPP297"
"ESP","Spain","Mountainese Phalanx Unit-Phalanx Movement of Spain","1982",1982,"1982",0,0,350,"ESPP298"
"ESP","Spain","Movement for the Unity of the Canarian People","2008",2008,"2008",0,0,350,"ESPP299"
"ESP","Spain","Alava Unity","1993",1993,"1993",0.1,0,350,"ESPP3"
"ESP","Spain","Aragon Social Dynamic","1996",1996,"1996",0,0,350,"ESPP30"
"ESP","Spain","Movement of Human Socialism","2000",2000,"2000",0,0,350,"ESPP300"
"ESP","Spain","Movement of the Radicals for Cantabria","1989",1989,"1989",0,0,350,"ESPP301"
"ESP","Spain","Murcia Regionalist Party","1986",1986,"1986",0,0,350,"ESPP302"
"ESP","Spain","National Alliance","2008",2008,"2008",0,0,350,"ESPP303"
"ESP","Spain","National Assocation for The Study of Current Problems","1977",1977,"1977",0.1,0,350,"ESPP304"
"ESP","Spain","National Democracy","2004",2008,"2008",0.1,0,350,"ESPP305"
"ESP","Spain","National Democratic Party of Spain","2004",2004,"2004",0,0,350,"ESPP306"
"ESP","Spain","National Party of the Workers","2004",2004,"2004",0,0,350,"ESPP307"
"ESP","Spain","National Popular Galician Block","1977",1979,"1979",0.3,0,350,"ESPP308"
"ESP","Spain","National Union","1979",2004,"1979",2.1,1,350,"ESPP309"
"ESP","Spain","Aragon Union-Aragonese Council","1989",1989,"1989",0,0,350,"ESPP31"
"ESP","Spain","National Union Coalition","1986",1986,"1986",0,0,350,"ESPP310"
"ESP","Spain","Nationalist Asturian Union","1989",1989,"1989",0,0,350,"ESPP311"
"ESP","Spain","Nationalist Galician Block","1986",2008,"2000",1.3,3,350,"ESPP312"
"ESP","Spain","Nationalist Left Electoral Coalition","1986",2000,"2000",0.1,0,350,"ESPP313"
"ESP","Spain","Nationalist Party of Castilla-Leon","1979",1993,"1979",0.1,0,350,"ESPP314"
"ESP","Spain","Nationalist Party of Melilla","1996",1996,"1996",0,0,350,"ESPP315"
"ESP","Spain","Nationalists of Navarra-Navarran Nationalists","1989",1989,"1989",0,0,350,"ESPP316"
"ESP","Spain","Nationalists of the Left","1982",1982,"1982",0.1,0,350,"ESPP317"
"ESP","Spain","Natural Culture","1986",1986,"1986",0,0,350,"ESPP318"
"ESP","Spain","Navarra Yes","2004",2008,"2008",0.2,1,350,"ESPP319"
"ESP","Spain","Aragonese Autonomist Front","1977",1977,"1977",0,0,350,"ESPP32"
"ESP","Spain","Navarran Autonomist Union","1977",1977,"1977",0.1,0,350,"ESPP320"
"ESP","Spain","Navarran Foral Alliance","1977",1977,"1977",0.1,0,350,"ESPP321"
"ESP","Spain","Navarran Independent Front","1977",1977,"1977",0.1,0,350,"ESPP322"
"ESP","Spain","Navarran Left Union","1977",1979,"1979",0.1,0,350,"ESPP323"
"ESP","Spain","Navarran People's Union","1979",1979,"1979",0.2,1,350,"ESPP324"
"ESP","Spain","Navarran People's Union-Popular Party","1989",2008,"2000",0.7,3,350,"ESPP325"
"ESP","Spain","New Canary Islands-Canary Center","2008",2008,"2008",0.1,0,350,"ESPP326"
"ESP","Spain","New Force","1977",2000,"1982",0.5,0,350,"ESPP327"
"ESP","Spain","New Region","1996",2000,"2000",0,0,350,"ESPP328"
"ESP","Spain","New Socialist Party","1993",1993,"1993",0,0,350,"ESPP329"
"ESP","Spain","Aragonese Center Independent Candidacy","1977",1977,"1977",0.2,1,350,"ESPP33"
"ESP","Spain","Palencian People Association","1993",1993,"1993",0,0,350,"ESPP330"
"ESP","Spain","Part of Civil Liberties","2008",2008,"2008",0,0,350,"ESPP331"
"ESP","Spain","Party Against Bullfighting and the Mistreatment of Animals","2008",2008,"2008",0.2,0,350,"ESPP332"
"ESP","Spain","Party for a More Just World","2008",2008,"2008",0.1,0,350,"ESPP333"
"ESP","Spain","Party for Catalonia","2008",2008,"2008",0,0,350,"ESPP334"
"ESP","Spain","Party of Almeria","2008",2008,"2008",0,0,350,"ESPP335"
"ESP","Spain","Party of El Bierzo","1982",2000,"2000",0,0,350,"ESPP336"
"ESP","Spain","Party of Family and Life","2004",2008,"2004",0.1,0,350,"ESPP337"
"ESP","Spain","Party of Independents of Lanzarote","2000",2000,"2000",0,0,350,"ESPP338"
"ESP","Spain","Party of Integration for Almeria and its People","1993",1993,"1993",0,0,350,"ESPP339"
"ESP","Spain","Aragonese Christian Democracy","1977",1977,"1977",0,0,350,"ESPP34"
"ESP","Spain","Party of Madrid","1989",1989,"1989",0,0,350,"ESPP340"
"ESP","Spain","Party of Mutual Romantic Support","2004",2004,"2004",0,0,350,"ESPP341"
"ESP","Spain","Party of Natural Law","1993",2000,"2000",0.1,0,350,"ESPP342"
"ESP","Spain","Party of the Association of Widows and Legal Spouses","2000",2000,"2000",0,0,350,"ESPP343"
"ESP","Spain","Party of the Autonomous and Professionals","2000",2004,"2004",0,0,350,"ESPP344"
"ESP","Spain","Party of the Autonomous Spanish Pensioners","2000",2000,"2000",0,0,350,"ESPP345"
"ESP","Spain","Party of the Balearic Islands","2008",2008,"2008",0,0,350,"ESPP346"
"ESP","Spain","Party of the Canarian Country","1979",1979,"1979",0.1,0,350,"ESPP347"
"ESP","Spain","Party of the Catalonian Socialists-Spanish Workers' Socialist Party","1977",2008,"1982",7.6,25,350,"ESPP348"
"ESP","Spain","Party of the Communists of Catalonia","1982",1989,"1986",0.3,0,350,"ESPP349"
"ESP","Spain","Aragonese Council","1993",2008,"2004",0.4,1,350,"ESPP35"
"ESP","Spain","Party of the Democratic Kharma","2000",2004,"2004",0,0,350,"ESPP350"
"ESP","Spain","Party of the Galician Socialists-Spanish Workers' Socialist Party","1982",2008,"2008",2.9,10,350,"ESPP351"
"ESP","Spain","Party of the Galician Socialists-Spanish Workers' Socialist Party-Progressives","2000",2000,"2000",1.7,6,350,"ESPP352"
"ESP","Spain","Party of the Grand Canaries","1993",1993,"1993",0.1,0,350,"ESPP353"
"ESP","Spain","Party of the No-Smokers","2008",2008,"2008",0,0,350,"ESPP354"
"ESP","Spain","Party of the Pensioners in Action","2008",2008,"2008",0,0,350,"ESPP355"
"ESP","Spain","Party of the Revolutionary Workers of Spain","1986",1989,"1989",0,0,350,"ESPP356"
"ESP","Spain","Party of the Self-employed Retired and Widowed","2004",2004,"2004",0,0,350,"ESPP357"
"ESP","Spain","Party of the Self-employed Pensioners and Independents","2000",2000,"2000",0,0,350,"ESPP359"
"ESP","Spain","Aragonese Initiative","2000",2000,"2000",0,0,350,"ESPP36"
"ESP","Spain","Party of the Workers in Danger","2004",2004,"2004",0,0,350,"ESPP360"
"ESP","Spain","Party of the Workers in Euskadi","1989",1989,"1989",0,0,350,"ESPP361"
"ESP","Spain","People of El Bierzo","2008",2008,"2008",0,0,350,"ESPP362"
"ESP","Spain","People's Centrists of Galicia Party","1989",1989,"1989",0.4,3,350,"ESPP363"
"ESP","Spain","People's Party","1989",2008,"2000",44.4,179,350,"ESPP364"
"ESP","Spain","People's Union","1979",1996,"1986",1.2,5,350,"ESPP365"
"ESP","Spain","People's Unity Candidacy","1977",1977,"1977",0,0,350,"ESPP366"
"ESP","Spain","Phalanx","2000",2004,"2000",0.1,0,350,"ESPP367"
"ESP","Spain","Phalanx Spanish Movement","1982",2008,"2008",0,0,350,"ESPP368"
"ESP","Spain","Platform for the Union of Communists","1986",1986,"1986",1.1,0,350,"ESPP369"
"ESP","Spain","Aragonese Regionalist Party","1979",2008,"1993",0.6,1,350,"ESPP37"
"ESP","Spain","Platform Spain 2000","2000",2000,"2000",0,0,350,"ESPP370"
"ESP","Spain","Platform Spain 2000-Spain 2000","2000",2000,"2000",0,0,350,"ESPP371"
"ESP","Spain","Popular Alliance","1977",1977,"1977",7.5,15,350,"ESPP372"
"ESP","Spain","Popular Alliance-Liberal Party-Union of the Navarran People","1986",1986,"1986",0.4,2,350,"ESPP373"
"ESP","Spain","Popular Alliance-Popular Democratic Party","1982",1982,"1982",21.5,88,350,"ESPP374"
"ESP","Spain","Popular Alliance-Popular Democratic Party-Liberal Party","1986",1986,"1986",23.2,90,350,"ESPP375"
"ESP","Spain","Popular Alliance-Popular Democratic Party-Liberal Party-C of G","1986",1986,"1986",2.5,13,350,"ESPP376"
"ESP","Spain","Popular Alliance-Popular Democratic Party-Popular Liberal Party-Democratic Center Union","1982",1982,"1982",0.7,2,350,"ESPP377"
"ESP","Spain","Popular Alliance-Popular Democratic Party-Regional Aragon Party","1982",1982,"1982",1.1,5,350,"ESPP378"
"ESP","Spain","Popular Alliance-Popular Democratic Party-Valencian Union","1982",1982,"1982",2.9,10,350,"ESPP379"
"ESP","Spain","Aralar","2008",2008,"2008",0.1,0,350,"ESPP38"
"ESP","Spain","Popular Canarian Alternative","2004",2004,"2004",0,0,350,"ESPP380"
"ESP","Spain","Popular Canarian Party","1977",1977,"1977",0.1,0,350,"ESPP381"
"ESP","Spain","Popular Front for the Independence of the Canary Islands","1996",1996,"1996",0,0,350,"ESPP382"
"ESP","Spain","Popular Galician Front","1989",2004,"2004",0,0,350,"ESPP383"
"ESP","Spain","Popular Party of Catalonia","2004",2004,"2004",1.9,5,350,"ESPP384"
"ESP","Spain","Popular Party-Aragonese Party","1996",1996,"1996",1.5,8,350,"ESPP385"
"ESP","Spain","Popular Party-Union of the Melilla People","2000",2000,"2000",0.1,1,350,"ESPP386"
"ESP","Spain","Popular Republican Unity","1986",1986,"1986",0.1,0,350,"ESPP387"
"ESP","Spain","Popular Socialist Party-Socialist Union","1977",1977,"1977",4.5,6,350,"ESPP388"
"ESP","Spain","Popular Unity for Socialism","1977",1977,"1977",0.1,0,350,"ESPP389"
"ESP","Spain","Aralar-Standing","2004",2004,"2004",0.2,0,350,"ESPP39"
"ESP","Spain","Progress and Democracy Union","2008",2008,"2008",0,0,350,"ESPP390"
"ESP","Spain","Progress and Democracy Union","2008",2008,"2008",1.2,1,350,"ESPP391"
"ESP","Spain","Progressive Front of Spain","1993",1993,"1993",0,0,350,"ESPP392"
"ESP","Spain","Progressive Unity of the Canary Islands","2000",2000,"2000",0,0,350,"ESPP393"
"ESP","Spain","Proverista Party","1977",1989,"1989",0,0,350,"ESPP394"
"ESP","Spain","PSG Block","1982",1982,"1982",0.2,0,350,"ESPP395"
"ESP","Spain","Radical Balearic Party","1989",1993,"1993",0,0,350,"ESPP396"
"ESP","Spain","Radical Socialist Party of Valencia","1977",1977,"1977",0,0,350,"ESPP397"
"ESP","Spain","Rainbow","1993",1993,"1993",0,0,350,"ESPP398"
"ESP","Spain","Red Flag Spanish Communist Organization","1979",1979,"1979",0.1,0,350,"ESPP399"
"ESP","Spain","Alicante Provincial Union","1996",1996,"1996",0,0,350,"ESPP4"
"ESP","Spain","Assembly of Andalusia","2000",2004,"2004",0,0,350,"ESPP40"
"ESP","Spain","Red Flag Spanish Communist Organization-Communist Unification","1979",1979,"1979",0,0,350,"ESPP400"
"ESP","Spain","Regional Independent Madridian Party","1993",2000,"2000",0,0,350,"ESPP401"
"ESP","Spain","Regionalist Party of Cantabria","1993",1993,"1993",0.1,0,350,"ESPP402"
"ESP","Spain","Regionalist Party of Castilla-La Mancha","1996",1996,"1996",0,0,350,"ESPP403"
"ESP","Spain","Regionalist Party of Guadalarjara","1989",2008,"2008",0,0,350,"ESPP404"
"ESP","Spain","Regionalist Party of Leon Country","1982",2008,"2008",0,0,350,"ESPP405"
"ESP","Spain","Regionalist Union","1977",1977,"1977",0.1,0,350,"ESPP406"
"ESP","Spain","Regionalist Unity de Castilla-Leon","1993",2008,"2008",0,0,350,"ESPP407"
"ESP","Spain","Renovation of the Balearic Islands Party","2000",2000,"2000",0,0,350,"ESPP408"
"ESP","Spain","Republican Action","1996",2000,"2000",0,0,350,"ESPP409"
"ESP","Spain","Assembly of the Electronic Vote","2008",2008,"2008",0,0,350,"ESPP41"
"ESP","Spain","Republican Alliance-Valencian Front","1979",1979,"1979",0,0,350,"ESPP410"
"ESP","Spain","Republican Coalition","1996",1996,"1996",0,0,350,"ESPP411"
"ESP","Spain","Republican Coalition","1996",1996,"1996",0,0,350,"ESPP412"
"ESP","Spain","Republican Left","1979",2008,"1979",0.3,0,350,"ESPP413"
"ESP","Spain","United Left Coalition","1986",1986,"1986",3.8,6,350,"ESPP414"
"ESP","Spain","Republican Left of Valencian Country","2004",2004,"2004",0.1,0,350,"ESPP415"
"ESP","Spain","Republican Left of Valencian Country-Valencian Country","2008",2008,"2008",0,0,350,"ESPP416"
"ESP","Spain","Republican Left-Galician Republican Left","2004",2004,"2004",0,0,350,"ESPP417"
"ESP","Spain","Republican Left-Left Republican Party","2000",2008,"2008",0,0,350,"ESPP418"
"ESP","Spain","Republican Party","2004",2004,"2004",0,0,350,"ESPP419"
"ESP","Spain","Assembly of the Left-Inciative for Andalusia","2004",2004,"2004",0,0,350,"ESPP42"
"ESP","Spain","Revolutionary Party of Workers","1996",1996,"1996",0.1,0,350,"ESPP421"
"ESP","Spain","Revolutionary Workers' Party","1993",1993,"1993",0,0,350,"ESPP422"
"ESP","Spain","Rioja Party-Green","1996",1996,"1996",0,0,350,"ESPP423"
"ESP","Spain","Riojan Party","1993",2008,"2008",0,0,350,"ESPP425"
"ESP","Spain","Ruiz-Mateos Association","1989",1993,"1989",1.1,0,350,"ESPP426"
"ESP","Spain","Ruiz-Mateos Association-European Democratic Alliance","1993",1993,"1993",0.2,0,350,"ESPP427"
"ESP","Spain","Ruiz-Mateos Association-P.A.I.-M.A.S.","1993",1993,"1993",0,0,350,"ESPP428"
"ESP","Spain","Rural and Urban Independent Electoral Association","1977",1977,"1977",0,0,350,"ESPP429"
"ESP","Spain","Association of Carlist Voters","1977",1977,"1977",0,0,350,"ESPP43"
"ESP","Spain","Salamanca Independent Union","2000",2000,"2000",0,0,350,"ESPP430"
"ESP","Spain","Seats Insubmisos","2004",2008,"2008",0,0,350,"ESPP431"
"ESP","Spain","Seats Insubmisos-Alternative of the Discontent Democrats","2008",2008,"2008",0,0,350,"ESPP432"
"ESP","Spain","Seven Green Stars","1989",1989,"1989",0,0,350,"ESPP433"
"ESP","Spain","Sindicalist Party","1979",1979,"1979",0.1,0,350,"ESPP434"
"ESP","Spain","Small and Medium Business Independent Candidates","1977",1977,"1977",0,0,350,"ESPP435"
"ESP","Spain","Social Christian Democracy of Catalonia","1977",1979,"1977",0.1,0,350,"ESPP436"
