ctr_n,ctr,pty_n,pty,yr_first,yr_last,pv1_share_max,pv1_share_max_yr,n_election,ctr_pty
Slovakia,703,strana demokratickej l'avice,27,1992,2002,14.7,1992,3,703000027
Slovakia,703,strana demokratickej l'avice (2005-),75,2006,2012,2.4,2010,3,703000075
Slovakia,703,strana mad'arskej koalicie,49,1998,2012,13.9,2002,5,703000049
Slovakia,703,strana obcianskeho porozumenia,50,1998,1998,8,1998,1,703000050
Slovakia,703,strana zelenych,13,1990,1992,3.5,1990,2,703000013
Slovakia,703,strana zelenych na slovensku,29,1992,2002,2.1,1992,2,703000029
Slovakia,703,verejnost proti nasiliu,14,1990,1990,29.3,1990,1,703000014
Slovakia,703,zdruzenie robotnikov slovenska,39,1994,2010,7.3,1994,5,703000039
Somaliland,1003,For Justice and Development,1,2005,2005,39,2005,1,1003000001
Somaliland,1003,"For Unity, Democracy, and Independence",2,2005,2005,26.9,2005,1,1003000002
Somaliland,1003,"Peace, Unity, and Development Party",3,2005,2005,34.1,2005,1,1003000003
South Africa,710,congress of the people,7,2009,2014,7.4,2009,2,710000007
South Africa,710,Democratic Alliance,8,2004,2014,22.2,2014,3,710000008
South Africa,710,Democratic Party,34,1994,1999,9.6,1999,2,710000034
South Africa,710,Economic Freedom Fighters,36,2014,2014,6.4,2014,1,710000036
South Africa,710,Freedom Front,40,1994,1999,2.2,1994,2,710000040
South Africa,710,Inkatha Freedom Party,12,1994,2014,10.5,1994,5,710000012
South Africa,710,National Party,47,1994,1994,20.4,1994,1,710000047
South Africa,710,New National Party,49,1999,2004,6.9,1999,2,710000049
South Africa,710,United Democratic Movement,22,1999,2014,3.4,1999,4,710000022
Spain,724,centro democratico y social,3,1982,2008,9.3,1986,5,724000003
Spain,724,Ciudadanos-Partido De La CiudadanÃ­a,53,2008,2016,13.9,2015,3,724000053
Spain,724,ConvergÃ¨ncia DemocrÃ tica De Catalunya,273,2016,2016,2,2016,1,724000273
Spain,724,convergencia i unio,7,1979,2011,5.1,1989,10,724000007
Spain,724,esquerra republicana de catalunya,8,1979,2011,2.5,2004,8,724000008
Spain,724,pacte democratic per catalunya,12,1977,1977,2.8,1977,1,724000012
Spain,724,partido comunista de espana,16,1977,1982,10.8,1979,3,724000016
Spain,724,partido dels socialistes de catalunya,181,2e3,2011,6.6,2008,4,724000181
Spain,724,partido popular,18,1989,2016,43.8,2000,9,724000018
Spain,724,Partido Socialista Obrero EspaÃ±ol,21,1977,2016,48.3,1982,13,724000021
Spain,724,partido socialista obrero español de andalucia,222,2004,2008,4.4,2004,2,724000222
Spain,724,partido unido de alianza popular,22,1977,1977,8.2,1977,1,724000022
Spain,724,Partit Dels Socialistes De Catalunya,296,2015,2016,2.4,2015,2,724000296
Spain,724,Podemos,297,2015,2015,12.4,2015,1,724000297
Spain,724,UniÃ³n Progreso Y Democracia,259,2008,2016,4.7,2011,4,724000259
Spain,724,union de centro democratico,24,1977,1982,35.1,1979,3,724000024
Sri Lanka,144,citizen's front,6,2e3,2e3,3.3,2000,1,144000006
Sri Lanka,144,national heritage party,21,2004,2004,6,2004,1,144000021
Sri Lanka,144,national unity alliance,23,2e3,2e3,2.3,2000,1,144000023
Sri Lanka,144,pair of spectacles,3999,1947,1977,100,1947,8,144003999
Sri Lanka,144,people's liberation front,31,2e3,2001,9.3,2001,2,144000031
Sri Lanka,144,sri lanka freedom party,37,1989,1989,31.9,1989,1,144000037
Sri Lanka,144,sri lanka muslim congress,39,1989,2004,3.6,1989,4,144000039
Sri Lanka,144,sri lanka tamil united party,43,2004,2010,6.8,2004,2,144000043
Sri Lanka,144,tamil united liberation front,47,1989,2010,3.8,2001,5,144000047
Sri Lanka,144,united national party,57,1989,2010,50.7,1989,6,144000057
St. Vincent and the Grenadines,670,Eighth Army of Liberation,2,1951,1951,70.4,1951,1,670000002
St. Vincent and the Grenadines,670,Junta-Mitchell/Sylvester Faction from PPP,3,1974,1974,16.4,1974,1,670000003
St. Vincent and the Grenadines,670,Movement for National Unity,4,1984,1994,17.4,1994,3,670000004
St. Vincent and the Grenadines,670,New Democratic Party,5,1979,2010,66.3,1989,8,670000005
St. Vincent and the Grenadines,670,People’s Political Party,7,1954,1979,49.4,1957,8,670000007
St. Vincent and the Grenadines,670,People’s Working Party,8,1998,2001,2.6,2001,2,670000008
St. Vincent and the Grenadines,670,Popular Labour Movement,9,1957,1957,15.2,1957,1,670000009
St. Vincent and the Grenadines,670,St. Vincent Labour Party,11,1957,1994,69,1974,10,670000011
St. Vincent and the Grenadines,670,United Labour Party,12,1998,2010,56.5,2001,4,670000012
St. Vincent and the Grenadines,670,United People’s Movement,13,1979,1989,13.5,1979,3,670000013
St. Vincent and the Grenadines,670,Workers’ Association,15,1951,1951,18,1951,1,670000015
Suriname,740,Basispartij voor Vernieuwing en Democratie,3,2e3,2e3,3.2,2000,1,740000003
Suriname,740,Democratisch Alternatief '91,5,2e3,2e3,6.1,2000,1,740000005
Suriname,740,Democratisch Nationaal Platform,6,2e3,2e3,9.9,2000,1,740000006
Suriname,740,Hernieuwde Progressieve Partij,8,2e3,2e3,2.5,2000,1,740000008
Suriname,740,Nationale Democratische Partij,9,2005,2005,23.2,2005,1,740000009
Suriname,740,Naya Kadam,12,2e3,2e3,2.3,2000,1,740000012
Suriname,740,Partij voor Democratie en Ontwikkeling door Eenheid,14,2e3,2010,5.1,2010,2,740000014
Suriname,740,Politieke Vleugel van de FAL,17,2e3,2e3,4.5,2000,1,740000017
Sweden,752,bondeförbundet,1,1917,1956,14.4,1936,12,752000001
Sweden,752,centerpartiet,2,1958,2014,24.5,1973,17,752000002
Sweden,752,elected,3997,1872,1908,100,1872,14,752003997
Sweden,752,Feminist Initiative,25,2014,2014,3.1,2014,1,752000025
Sweden,752,folkpartiet,3,1936,1988,24.4,1952,17,752000003
Sweden,752,folkspartiet liberalerna,4,1991,2014,9.1,1991,5,752000004
Sweden,752,frisinnade folkpartiet,5,1924,2006,13.4,2002,5,752000005
Sweden,752,högerpartiet,6,1920,1968,29.4,1928,15,752000006
Sweden,752,jordbrukarnas riksförbund,7,1920,1920,6.2,1920,1,752000007
Sweden,752,kilbomskommunister,8,1924,1924,3.5,1924,1,752000008
Sweden,752,kristdemokratiska samhällspartiet,9,1988,1998,11.7,1998,4,752000009
Sweden,752,kristen demokratisk samlig,10,1964,2014,9.1,2002,6,752000010
Sweden,752,liberala,11,1911,1921,40.2,1911,6,752000011
Sweden,752,miljöpartiet de gröna,13,1988,2014,10.9,2006,8,752000013
Sweden,752,moderata samlingspartiet,15,1970,2014,30.1,2010,12,752000015
Sweden,752,moderate party,14,1911,2006,37.7,1914,6,752000014
Sweden,752,ny demokrati,16,1991,1991,6.7,1991,1,752000016
Sweden,752,socialistiska parti,17,1936,1936,4.4,1936,1,752000017
Sweden,752,sveriges kommunistiska parti,18,1921,1964,10.3,1944,12,752000018
Sweden,752,sveriges liberale parti,19,1924,1932,3.9,1924,3,752000019
Sweden,752,sveriges socialdemokratistiska arbatereparti,21,1911,2014,53.5,1940,33,752000021
Sweden,752,Sweden Democrats,26,2010,2014,12.3,2014,2,752000026
Sweden,752,vänsterpartiet,22,1991,2014,12,1998,7,752000022
Sweden,752,vänsterpartiet kommunisterna,23,1968,1988,5.8,1988,8,752000023
Sweden,752,vänstersocialister,24,1917,1920,8,1917,2,752000024
Switzerland,756,auto-partei der schweiz,1,1987,1991,5.1,1991,2,756000001
Switzerland,756,BDP/PBD,50,2011,2015,3.3,2015,2,756000050
Switzerland,756,evangelische konservative,5,1848,1893,13.8,1851,16,756000005
Switzerland,756,freie liste,7,1975,1999,4.9,1979,3,756000007
Switzerland,756,freiheitspartei der schweiz,8,1995,1995,4,1995,1,756000008
Switzerland,756,GLP/PVL,47,2007,2015,6.2,2015,3,756000047
Switzerland,756,grün-alternativ,10,1987,1995,2.4,1987,3,756000010
Switzerland,756,grüne partei der schweiz,11,1983,2015,13.5,2007,9,756000011
Switzerland,756,gruppe der demokraten,12,1848,1928,14.6,1869,28,756000012
Switzerland,756,grütlianer,13,1919,1922,2.8,1919,2,756000013
Switzerland,756,katholische konservative,15,1848,1911,28.4,1887,22,756000015
Switzerland,756,kommunistische partei der schweiz,16,1922,2015,2.6,1939,7,756000016
Switzerland,756,konservativ-christlich soziale partei,17,1959,1967,23.3,1963,3,756000017
Switzerland,756,landesring der unabhängigen,18,1935,1995,9.2,1967,16,756000018
Switzerland,756,liberal-demokratische partei,20,1914,1959,7.4,1914,13,756000020
Switzerland,756,liberal-demokratische union der schweiz,21,1963,1975,2.4,1967,4,756000021
Switzerland,756,liberal-konservative,23,1848,1911,28.2,1866,22,756000023
Switzerland,756,liberale partei der schweiz,22,1979,2011,3,1991,9,756000022
Switzerland,756,nationale aktion gegen die Überfremdung von volk und heimat,24,1971,1987,3.2,1971,3,756000024
Switzerland,756,partei der arbeit der schweiz,25,1947,1995,5.2,1947,13,756000025
Switzerland,756,progressive organisationen der schweiz,27,1983,1991,2.2,1983,3,756000027
Switzerland,756,republikanische bewegung,29,1971,1987,4.1,1971,3,756000029
Switzerland,756,schweizer demokraten,30,1991,2015,3.4,1991,7,756000030
Switzerland,756,"schweizerische bauern-, gewerbe- und bürgerpartei",31,1919,1967,16.1,1922,13,756000031
Switzerland,756,schweizerische christlich demokratische volkspartei,32,1971,2015,20.7,1979,12,756000032
Switzerland,756,schweizerische evangelische volkspartei,33,1959,2015,3.6,2003,11,756000033
Switzerland,756,schweizerische freisinnig-demokratische partei,34,1848,2015,60.6,1857,49,756000034
Switzerland,756,schweizerische konservative volkspartei,35,1914,1955,23.2,1955,12,756000035
Switzerland,756,schweizerische volkspartei,36,1971,2015,36.7,2007,12,756000036
Switzerland,756,sozialdemokratische partei der schweiz,37,1887,2015,31.8,1917,36,756000037
Switzerland,756,sozialpolitische gruppe,38,1935,1967,3.4,1943,9,756000038
Taiwan,1001,minzhu jinbu dang,11,1986,2004,47.6,2004,7,1001000011
Taiwan,1001,qinmin dang,14,2001,2004,15.5,2001,2,1001000014
Taiwan,1001,taiwan tuanjie lianmeng,16,2001,2004,3.7,2001,2,1001000016
Taiwan,1001,xin dang,20,1995,2004,7.7,1995,4,1001000020
Taiwan,1001,zhongguo guomin dang,24,1986,2004,90.5,1986,7,1001000024
Tanzania,834,Alliance for Change and Transparency,20,2015,2015,2.2,2015,1,834000020
Tanzania,834,Chama cha Demokrasia na Maendeleo,1,2005,2015,31.8,2015,2,834000001
Tanzania,834,Chama cha Mapinduzi,3,2005,2015,69.8,2005,2,834000003
Tanzania,834,Civic United Front,4,2005,2015,14.3,2005,2,834000004
Tanzania,834,National Convention for Construction and Reform-Mageuzi,9,2005,2015,2.2,2005,2,834000009
Tanzania,834,Tanzania Labour Party,15,2005,2015,2.8,2005,2,834000015
Thailand,764,chart pattana,5,1992,1996,15.9,1992,3,764000005
Thailand,764,chart prachachon,6,1979,1979,4.4,1979,1,764000006
Thailand,764,chart prachathippatai,7,1983,1986,7.3,1983,2,764000007
Thailand,764,chart thai,9,1975,1996,21.1,1995,10,764000009
Thailand,764,issara,13,1979,1983,19.6,1983,2,764000013
Thailand,764,kaona,16,1983,1988,5.1,1986,3,764000016
Thailand,764,kaset sangkhom,17,1975,1979,7.1,1975,3,764000017
Thailand,764,kij sang kom (social action),28,1975,1996,24,1979,10,764000028
Thailand,764,kit prachakhom,27,1986,1988,6.1,1986,2,764000027
Thailand,764,muan chon,35,1986,1996,2.9,1995,6,764000035
Thailand,764,naew ruam sangkhomniyom,38,1975,1976,4.2,1975,2,764000038
Thailand,764,new aspiration,23,1992,1996,27.9,1996,4,764000023
Thailand,764,new siam,43,1969,1969,2.2,1969,1,764000043
Thailand,764,palang mai,47,1975,1986,7.1,1976,5,764000047
Thailand,764,palang prachachon,48,1975,1976,3.7,1976,2,764000048
Thailand,764,palang tham,54,1988,1996,18.2,1992,5,764000054
Thailand,764,prachachon,63,1988,1988,6,1988,1,764000063
Thailand,764,prachathipat,72,1969,1996,51.9,1969,11,764000072
Thailand,764,puangchon chao thai,75,1983,1992,8,1988,4,764000075
Thailand,764,rassadorn,80,1975,1992,7.4,1986,6,764000080
Thailand,764,ruam thai,84,1979,1988,10.1,1988,3,764000084
Thailand,764,saha prachathai,87,1969,1969,35.9,1969,1,764000087
Thailand,764,saha prachathippatai,88,1986,1992,9.9,1986,3,764000088
Thailand,764,samakkidhamma,89,1992,1992,19.3,1992,1,764000089
Thailand,764,sangkhom chartniyom,92,1975,1976,8.5,1975,2,764000092
Thailand,764,sangkhomniyom haeng prathet thai,98,1975,1976,3,1975,2,764000098
Thailand,764,santichon,99,1975,1976,2,1975,2,764000099
Thailand,764,seriprachatippatai,128,1995,1996,6.8,1995,2,764000128
Thailand,764,seritham,104,1979,1992,4,1979,2,764000104
Thailand,764,seritham,105,1995,1996,3.3,1995,2,764000105
Thailand,764,siam prachathippatai,110,1975,1983,5.1,1983,2,764000110
Thailand,764,thai citizen (prachakorn thai),66,1979,1996,8.5,1983,8,764000066
Thailand,764,tham sangkhom,121,1975,1979,17.9,1975,3,764000121
Thailand,764,unity (ekka pab),11,1992,1996,2.9,1992,4,764000011
Timor-Leste,626,Congresso Nacional de ReconstruÃ§Ã£o de Timor,3,2007,2012,36.7,2012,2,626000003
Timor-Leste,626,Frente ReconstruÃ§Ã£o Nacional de Timor-Leste,4,2012,2012,3.1,2012,1,626000004
Timor-Leste,626,Frente RevolucionÃ¡ria do Timor-Leste Independente,5,2007,2012,29.9,2012,2,626000005
Timor-Leste,626,Partido DemocrÃ¡tico,6,2007,2012,11.3,2007,2,626000006
Timor-Leste,626,Partido Desenvolvimento Nacional,10,2012,2012,2,2012,1,626000010
Timor-Leste,626,Partido Nasionalista Timorense,13,2007,2007,2.4,2007,1,626000013
Timor-Leste,626,Partido Social Democrata,14,2012,2012,2.2,2012,1,626000014
Timor-Leste,626,Partido Socialista Timorense,15,2007,2012,2.4,2012,2,626000015
Timor-Leste,626,Partido Unidade Nacional,17,2007,2012,4.5,2007,2,626000017
Timor-Leste,626,Partidu Kmanek Haburas Unidade Nasional Timor Oan,18,2012,2012,3,2012,1,626000018
Timor-Leste,626,Unidade Nacional DemocrÃ¡tica da ResistÃªia Timorense,21,2007,2012,3.2,2007,2,626000021
Togo,768,Action Committee for Renewal,1,2007,2007,8.4,2007,1,768000001
Togo,768,Rally of the Togolese People,23,2007,2007,40.2,2007,1,768000023
Togo,768,Union of Forces for Change,32,2007,2007,37.8,2007,1,768000032
Trinidad and Tobago,780,Congress of the People,2,2007,2015,22.7,2007,3,780000002
Trinidad and Tobago,780,National Alliance for Reconstruction,7,1991,2002,24.5,1991,5,780000007
Trinidad and Tobago,780,People's National Movement,14,1991,2015,51.7,2015,8,780000014
Trinidad and Tobago,780,Team Unity,15,2001,2001,2.5,2001,1,780000015
Trinidad and Tobago,780,Tobago Organization of the People,18,2010,2015,2.1,2010,2,780000018
Trinidad and Tobago,780,United National Congress,20,1991,2015,51.7,2000,8,780000020
Turkey,792,ADALET VE KALKINMA PARTISI,16,2002,2015,49.8,2011,5,792000016
Turkey,792,ANAP,20,1983,2002,45.1,1983,6,792000020
Turkey,792,DEHAP,8,2002,2002,6.2,2002,1,792000008
Turkey,792,democrat party,5,1950,2015,57.5,1954,8,792000005
Turkey,792,democratic party,7,1973,1977,11.9,1973,2,792000007
Turkey,792,DEMOKRATIK SOL PARTI,6,1987,2015,22.2,1999,8,792000006
Turkey,792,DOGRU YOL PARTISI,46,1987,2015,27,1991,8,792000046
Turkey,792,FP,50,1999,1999,15.4,1999,1,792000050
Turkey,792,freedom party,12,1957,1957,3.9,1957,1,792000012
Turkey,792,GP,54,2002,2007,7.3,2002,2,792000054
Turkey,792,HADEP,33,1995,1999,4.8,1999,2,792000033
Turkey,792,HALKLARIN DEMOKRATIK PARTISI,61,2015,2015,13.1,2015,2,792000061
Turkey,792,HP,34,1983,1983,30.5,1983,1,792000034
Turkey,792,justice party,17,1961,1977,52.9,1965,5,792000017
Turkey,792,MCP,26,1987,1987,2.9,1987,1,792000026
Turkey,792,MDP,24,1983,1983,23.3,1983,1,792000024
Turkey,792,MILLIYETÃ‡I HAREKET PARTISI,25,1969,2015,18,1999,10,792000025
Turkey,792,national party,21,1950,2015,6.3,1965,10,792000021
Turkey,792,national salvation party,22,1973,1977,11.8,1973,2,792000022
Turkey,792,new turkey party,29,1961,2002,13.7,1961,4,792000029
Turkey,792,republican nation party,38,1954,1957,7.1,1957,2,792000038
Turkey,792,republican peasant's nation party,39,1961,1965,14,1961,2,792000039
Turkey,792,republican people's party,40,1950,2015,41.4,1977,15,792000040
Turkey,792,republican trust party,41,1973,1977,5.3,1973,2,792000041
Turkey,792,RP,51,1987,1995,21.4,1995,3,792000051
Turkey,792,Saadet Partisi,10,2002,2015,2.5,2002,5,792000010
Turkey,792,social democratic populist party,43,1987,1991,25.1,1987,2,792000043
Turkey,792,trust party,48,1969,1969,6.6,1969,1,792000048
Turkey,792,turkey union party,47,1965,2011,3,1965,5,792000047
Turkey,792,union party,49,1969,1969,2.8,1969,1,792000049
Turks and Caicos Islands,796,People’s Democratic Movement,1,2007,2012,50.9,2012,2,796000001
Turks and Caicos Islands,796,Progressive National Party,3,2007,2012,60.8,2007,2,796000003
Uganda,800,Democratic Party,2,2011,2011,5.3,2011,1,800000002
Uganda,800,Forum for Democratic Change,3,2011,2011,15.1,2011,1,800000003
Uganda,800,National Resistance Movement,8,2011,2011,50.3,2011,1,800000008
Uganda,800,Ugandan Peopleâ€™s Congress,15,2011,2011,3.3,2011,1,800000015
UK,826,anti-parnell nationalists,6,1892,1895,4.7,1892,2,826000006
UK,826,conservative party,27,1832,2015,54.4,1931,46,826000027
UK,826,conservatives (coalition),28,1918,1918,32.7,1918,1,826000028
UK,826,Green Party,41,1987,2015,3.9,2015,3,826000041
UK,826,home rule party,43,1874,1880,4.6,1874,2,826000043
UK,826,Labour and Co-operative,496,2015,2015,2.4,2015,1,826000496
UK,826,labour party,56,1900,2015,48.6,1951,30,826000056
UK,826,liberal democrat party,62,1992,2015,23,2010,6,826000062
UK,826,liberal unionists,64,1886,1910,12.5,1886,7,826000064
UK,826,liberal/labour alliance,65,1868,1910,2.7,1906,11,826000065
UK,826,liberals,66,1832,2015,77.9,1832,41,826000066
UK,826,liberals (coalition),67,1918,1918,12.9,1918,1,826000067
UK,826,national liberals,82,1922,1945,10,1922,4,826000082
UK,826,nationalists,89,1885,1966,6.1,1885,18,826000089
UK,826,referendum,441,1997,1997,2.6,1997,1,826000441
UK,826,repealers,114,1832,1847,3.3,1832,3,826000114
UK,826,scottish national party,121,1929,2015,4.7,2015,22,826000121
UK,826,sinn féin,127,1918,2015,4.8,1918,13,826000127
UK,826,social democratic party,131,1910,2015,11.6,1983,7,826000131
UK,826,UK Independence Party,139,2015,2015,12.6,2015,1,826000139
UK,826,unionists,145,1886,1974,3.8,1924,23,826000145
UK,826,united kingdom independence party,458,1997,2010,3.1,2010,4,826000458
Ukraine,804,Communist Party of Ukraine,5,1998,1998,12.8,1998,1,804000005
Ukraine,804,Communist Party of Ukraine,26,2006,2007,5.6,2007,2,804000026
Ukraine,804,Hromada,7,1998,1998,2.4,1998,1,804000007
Ukraine,804,None of the Above,3996,1998,1998,2.7,1998,1,804003996
Ukraine,804,Party of Greens of Ukraine,10,1998,2007,2.8,1998,3,804000010
Ukraine,804,Party of Regions,34,2006,2007,36,2007,2,804000034
Ukraine,804,People's Democratic Party,15,1998,1998,2.6,1998,1,804000015
Ukraine,804,People's Movement of Ukraine,16,1998,1998,4.9,1998,1,804000016
Ukraine,804,Progressive Socialist Party of Ukraine,17,1998,2007,2.1,1998,2,804000017
Ukraine,804,Social Democratic Party of Ukraine (United),21,1998,1998,2.1,1998,1,804000021
Ukraine,804,Socialist Party of Ukraine,43,2006,2007,5.9,2006,2,804000043
Uruguay,858,Partido Colorado,7,1954,2014,50.5,1954,12,858000007
Uruguay,858,Partido Comunista,8,1954,1958,2.7,1958,2,858000008
Uruguay,858,Partido Demócrata Cristiano,11,1962,1984,21.3,1984,4,858000011
Uruguay,858,Partido Frente Amplio,13,1989,1994,30.6,1994,2,858000013
Uruguay,858,Partido Frente Izquierda de Liberación,15,1962,1966,5.7,1966,2,858000015
Uruguay,858,Partido Independiente,16,2004,2014,3.2,2014,3,858000016
Uruguay,858,Partido Nacional,27,1954,2014,49.7,1958,12,858000027
Uruguay,858,Partido Nacional Independiente,28,1954,1954,3.7,1954,1,858000028
Uruguay,858,Partido Nuevo Espacio,29,1994,1999,5.2,1994,2,858000029
Uruguay,858,Partido Por el Gobierno del Pueblo,33,1989,1989,9,1989,1,858000033
Uruguay,858,Partido Socialista,36,1954,1966,3.5,1958,3,858000036
Uruguay,858,Partido Unión Cívica,37,1984,1999,2.4,1984,3,858000037
Uruguay,858,Partido Unión Cívica del Uruguay,38,1954,1958,5,1954,2,858000038
Uruguay,858,Partido Unión Patriótica,39,1962,1984,2.3,1962,3,858000039
Uruguay,858,Unión Demócrata Reformista,44,1958,1958,2,1958,1,858000044
US,840,adams republican,10,1822,1980,14.3,1826,5,840000010
US,840,american (know nothing),31,1844,1860,18.5,1854,9,840000031
US,840,american labor,43,1936,2014,2.4,1942,12,840000043
US,840,anti-broderick democrat,63,1854,1854,2.3,1854,1,840000063
US,840,anti-lecompton democrat,68,1858,1858,2.7,1858,1,840000068
US,840,conservative (old),156,1864,1874,5,1868,6,840000156
US,840,constitutionalist,164,1806,1984,7.7,1806,3,840000164
US,840,democrat,180,1824,2014,55.6,1964,96,840000180
US,840,democratic republican,186,1790,1830,49.9,1802,21,840000186
US,840,farmer-labor,212,1920,1942,3.1,1932,12,840000212
US,840,federalist,218,1788,1980,29.2,1800,21,840000218
US,840,free soil,232,1846,1854,7.9,1848,5,840000232
US,840,fusion,244,1856,1998,3.4,1882,14,840000244
US,840,greenback,253,1874,1886,11.1,1878,7,840000253
US,840,hard democrat,258,1854,1854,2.8,1854,1,840000258
US,840,independent democrat,292,1838,1962,2.1,1858,41,840000292
US,840,jacksonian,362,1824,1932,18.7,1828,6,840000362
US,840,liberal republican,405,1870,1872,32.6,1872,2,840000405
US,840,modern republican,583,1854,2014,60.6,1920,81,840000583
US,840,national progressive,447,1912,1934,2.5,1912,4,840000447
US,840,national republican,450,1824,1896,25.5,1832,6,840000450
US,840,opposition,488,1832,1860,4.1,1858,4,840000488
US,840,people's,506,1858,1976,6.3,1892,19,840000506
US,840,populist,529,1890,1992,4.5,1894,14,840000529
US,840,progressive,543,1910,2008,8.7,1912,19,840000543
US,840,prohibition,552,1870,1984,2.9,1886,55,840000552
US,840,redemption democrat,571,1842,1842,5.3,1842,1,840000571
US,840,socialist,616,1878,2010,6.9,1912,48,840000616
US,840,soft democrat,625,1854,1854,3.5,1854,1,840000625
US,840,southern rights democrat,629,1850,1862,2.4,1860,6,840000629
US,840,state rights whig,639,1830,1858,9.9,1838,5,840000639
US,840,UNIDENTIFIED,3999,1850,1990,5.4,1860,71,840003999
US,840,union (civil war),693,1850,1864,19.5,1864,6,840000693
US,840,union republican,699,1860,1866,30.3,1864,4,840000699
US,840,washington,734,1912,1918,5,1912,4,840000734
US,840,whig,739,1826,1860,52.1,1840,18,840000739
Vanuatu,548,graon ma jastis party,3,2012,2016,4.1,2016,2,548000003
Vanuatu,548,green confederation,4,2012,2016,2.1,2012,2,548000004
Vanuatu,548,national united party,14,2012,2016,4.7,2012,2,548000014
Vanuatu,548,people's progressive party,17,2012,2016,9,2012,2,548000017
Vanuatu,548,reunification of movement for change,18,2012,2016,3.6,2012,2,548000018
Vanuatu,548,union of moderate party,21,2012,2016,15.3,2012,2,548000021
Vanuatu,548,vanua'aku party,23,2012,2016,13.2,2012,2,548000023
Vanuatu,548,vanuatu national development party,45,2016,2016,2.7,2016,1,548000045
Zambia,894,african national congress,1,1964,1968,28.4,1964,2,894000001
Zambia,894,forum for democracy and development,7,2001,2011,15.6,2001,3,894000007
Zambia,894,heritage party,8,2001,2011,7.6,2001,3,894000008
Zambia,894,Movement for Multi-Party Democracy,11,1991,2011,74,1991,5,894000011
Zambia,894,national citizens' coalition,12,2001,2001,2,2001,1,894000012
Zambia,894,national lima party,18,1996,1996,6.5,1996,1,894000018
Zambia,894,national party,19,1996,2011,7.3,1996,3,894000019
Zambia,894,patriotic front,23,2001,2011,38.5,2011,3,894000023
Zambia,894,united liberal party,27,2006,2011,2.4,2006,2,894000027
Zambia,894,united national independence party,28,1964,2011,73.2,1968,6,894000028
Zambia,894,united party for national development,29,2001,2011,23.8,2001,3,894000029
Zambia,894,zambia democratic congress,32,1996,1996,14.1,1996,1,894000032
Zambia,894,zambia republican party,34,2001,2001,5.5,2001,1,894000034
Zimbabwe,716,Movement for Democratic Change,7,2005,2013,39.5,2005,3,716000007
Zimbabwe,716,Movement for Democratic Change-Tsvangirai,9,2008,2013,43.2,2008,2,716000009
Zimbabwe,716,Zimbabwe African National Union-Patriotic Front,22,2005,2013,63,2013,3,716000022
